"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"66-120-01",66,"sample","0056","66",2,"120-01",1,1,"1st envelope","11",250.25,120,1
"58-18-03",131,"sample","56-28-01","58",2,"18-03",2,1,"","7",204.25,18,3
"84-66-01",182,"sample","84-66-02","84",2,"66-01",3,1,"","7",250.25,66,1
"148-83-02",308,"sample","67-114-04","148",3,"83-02",2,NA,"","7",204.25,83,2
"370-102-03",714,"sample","0056","370",6,"102-03",2,1,"1st envelope","7",250.25,102,3
"87-1-10",954,"sample","12-106-02","203",1,"86-10",4,1,"1st envelope","7",204.25,86,10
"208-105-05",1109,"sample","171-105-09","208",4,"105-05",3,3,"","7",204.25,105,5
"55-49-03",127,"sample","31-60-03","55",2,"49-03",3,1,"blonde underfur","7",204.25,49,3
"185-26-04",376,"sample","2213","185",1,"26-04",2,1,"1st envelope","12",250.25,26,4
"99-45-01",214,"sample","35-69-01","99",3,"45-01",2,1,"uf left","7",250.25,45,1
"171-35-02",347,"sample","38-34-09","171",4,"35-02",1,1,"","7",204.25,35,2
"35-2-3",1028,"sample","3002","279",2,"35-03",4,2,"coarse underfur","7",250.25,35,3
"119-27-04",249,"sample","13-27-05","119",3,"27-04",1,1,"coarse underfur, 1st envelope","7",250.25,27,4
"60-4-4",831,"sample","3002","71",4,"60-04",4,1,"1st envelope","7",250.25,60,4
"65-10-14",65,"sample","13-27-05","65",2,"10-14",1,1,"","11",250.25,10,14
"366-73-02",706,"sample","19-50-05","366",6,"73-02",2,2,"","19",250.25,73,2
"372-2-02",718,"sample","12-106-02","372",3,"2-02",3,1,"","7",204.25,2,2
"375-104-01",723,"sample","0056","375",6,"104-01",1,1,"2nd envelope","7",250.25,104,1
"301-85-01",588,"sample","10-86-01","301",5,"85-01",1,1,"","7",204.25,85,1
"22-5-1",1018,"sample","17-2-02","269",5,"22-01",4,2,"coarse underdfur","7",204.25,22,1
"34-2-11",906,"sample","2213","153",2,"34-11",4,1,"1st envelope","7",250.25,34,11
"92-91-01",197,"sample","25-55-01","92",2,"91-01",1,1,"uf left, 1st envelope","7",204.25,91,1
"35-2-2",1027,"sample","2213","278",2,"35-02",4,2,"coarse underfur, tiny roots","7",250.25,35,2
"391-42-02",750,"sample","24-66-03","391",3,"42-02",1,1,"","7",204.25,42,2
"33-4-4",984,"sample","2213","234",4,"33-04",4,1,"","7",250.25,33,4
"298-83-02",582,"sample","67-114-04","298",5,"83-02",1,1,"","7",204.25,83,2
"100-1-8",820,"sample","23-100-05","60",1,"100-08",4,1,"","7",204.25,100,8
"46-87-03",119,"sample","12-106-02","46",2,"87-03",3,1,"coarse underfur","7",204.25,87,3
"355-91-03",686,"sample","25-55-01","355",6,"91-03",3,1,"","7",204.25,91,3
"299-96-01",584,"sample","12-106-02","299",5,"96-01",1,1,"","7",204.25,96,1
"158-55-04",326,"sample","7-34-11","158",3,"55-04",2,1,"","7",204.25,55,4
"74-106-04",159,"sample","12-106-02","74",2,"106-04",1,1,"1st envelope","7",204.25,106,4
"22-3-2",967,"sample","31-60-03","216",3,"22-02",4,1,"","7",204.25,22,2
"278-114-04",549,"sample","131-103-04","278",5,"114-04",2,1,"1st envelope","7",204.25,114,4
"133-116-01",279,"sample","133-116-01","133",3,"116-01",1,1,"","24",204.25,116,1
"28-89-03",1032,"sample","25-55-01","28",1,"89-03",2,2,"1st envelope","7",204.25,89,3
"113-86-01",236,"sample","12-106-02","113",3,"86-01",1,1,"","7",204.25,86,1
"141-100-02",294,"sample","7-34-11","141",3,"100-02",1,1,"1st envelope","15",204.25,100,2
"116-62-02",1045,"sample","10-86-01","116",3,"62-02",3,2,"","7",204.25,62,2
"33-5-2",957,"sample","67-114-04","206",5,"33-02",4,1,"","7",204.25,33,2
"324-26-01",627,"sample","2213","324",6,"26-01",1,1,"","7",250.25,26,1
"346-23-02",668,"sample","121-22-04","346",6,"23-02",1,1,"","7",250.25,23,2
"380-120-03",732,"sample","0056","380",1,"120-03",3,1,"","7",250.25,120,3
"213-109-03",428,"sample","72-119-02","213",4,"109-03",3,1,"","7",204.25,109,3
"18-3-4",1010,"sample","13-27-05","260",3,"18-04",4,2,"","7",250.25,18,4
"42-6-3",916,"sample","7-34-11","163",6,"42-03",4,1,"1st envelope","7",204.25,42,3
"388-90-10",747,"sample","25-55-01","388",2,"90-10",3,1,"","7",204.25,90,10
"23-100-05",23,"sample","23-100-05","23",1,"100-05",1,1,"1st envelope","24",204.25,100,5
"36-3-2",988,"sample","2213","238",3,"36-02",4,2,"1st envelope","7",250.25,36,2
"39-36-05",39,"sample","2213","39",2,"36-05",1,1,"","12",250.25,36,5
"252-4-04",500,"sample","12-106-02","252",5,"4-04",2,1,"","7",204.25,4,4
"383-60-15",738,"sample","31-60-03","383",4,"60-15",2,1,"","7",204.25,60,15
"199-2-01",401,"sample","12-106-02","199",4,"2-01",1,1,"","7",204.25,2,1
"96-46-05",206,"sample","31-60-03","96",3,"46-05",2,1,"1st envelope","7",204.25,46,5
"26-1-20",992,"sample","3002","242",1,"26-20",4,2,"3rd envelope","7",250.25,26,20
"90-88-01",194,"sample","25-55-01","90",2,"88-01",1,1,"1st envelope","7",204.25,88,1
"95-48-02",203,"sample","31-60-03","95",3,"48-02",2,1,"","7",204.25,48,2
"129-11-03",270,"sample","13-27-05","129",3,"11-03",2,1,"","7",250.25,11,3
"387-83-01",745,"sample","67-114-04","387",2,"83-01",3,1,"","7",204.25,83,1
"11-3-2",876,"sample","13-27-05","121",3,"11-02",4,1,"1st envelope","7",250.25,11,2
"274-10-05",541,"sample","12-106-02","274",5,"10-05",1,1,"","7",204.25,10,5
"190-28-04",386,"sample","13-27-05","190",4,"28-04",1,1,"","7",250.25,28,4
"269-23-02",531,"sample","17-2-02","269",5,"23-02",2,1,"","7",204.25,23,2
"85-41-03",184,"sample","25-55-01","85",2,"41-03",2,1,"1st envelope","7",204.25,41,3
"157-54-01",323,"sample","24-66-03","157",3,"54-01",1,1,"","7",204.25,54,1
"281-113-03",556,"sample","133-116-01","281",5,"113-03",2,1,"","7",204.25,113,3
"184-45-03",1054,"sample","2213","184",6,"45-03",3,2,"","7",250.25,45,3
"229-66-03",459,"sample","25-55-01","229",4,"66-03",2,1,"","7",204.25,66,3
"163-59-02",331,"sample","2213","163",4,"59-02",1,1,"","7",250.25,59,2
"46-3-3",923,"sample","2213","171",3,"46-03",4,1,"1st envelope","7",250.25,46,3
"83-21-01",1102,"sample","31-60-03","83",2,"21-01",2,3,"","7",204.25,21,1
"43-15-10",115,"sample","13-27-05","43",2,"15-10",3,1,"","7",250.25,15,10
"77-106-05",167,"sample","67-114-04","77",5,"106-05",3,1,"1st envelope","7",204.25,106,5
"230-92-06",461,"sample","0056","230",3,"92-06",3,1,"1st envelope","7",250.25,92,6
"92-83-09",198,"sample","67-114-04","92",3,"83-09",3,1,"2nd envelope","7",204.25,83,9
"289-100-01",567,"sample","7-34-11","289",5,"100-01",1,1,"1st envelope","7",204.25,100,1
"19-50-07",19,"sample","10-86-01","19",4,"50-07",2,1,"","10",204.25,50,7
"296-22-05",579,"sample","31-60-03","296",3,"22-05",3,1,"maybe not bear?","7",204.25,22,5
"184-81-04",375,"sample","0056","184",4,"81-04",2,1,"only uf left, 1st envelope","7",250.25,81,4
"97-69-03",209,"sample","97-69-05","97",3,"69-03",3,1,"uf left, 1st envelope","7",204.25,69,3
"50-3-4",878,"sample","19-50-05","123",3,"50-04",4,1,"","7",250.25,50,4
"120-18-01",251,"sample","13-27-05","120",3,"18-01",1,1,"","7",250.25,18,1
"220-102-01",439,"sample","133-116-01","220",4,"102-01",1,1,"1st envelope","7",204.25,102,1
"175-46-06",358,"sample","31-60-03","175",4,"46-06",3,1,"1st envelope","7",204.25,46,6
"98-2-4",882,"sample","12-106-02","127",2,"98-04",4,1,"1st envelope","7",204.25,98,4
"361-41-02",699,"sample","361-41-05","361",6,"41-02",3,1,"","7",250.25,41,2
"71-4-2",910,"sample","2213","157",4,"71-02",4,1,"","7",250.25,71,2
"162-71-05",330,"sample","3002","162",4,"71-05",1,1,"","7",250.25,71,5
"277-120-06",546,"sample","0056","277",5,"120-06",1,1,"1st envelope","7",250.25,120,6
"283-98-02",558,"sample","12-106-02","283",5,"98-02",2,1,"","7",204.25,98,2
"399-42-03",1096,"sample","7-34-11","399",5,"42-03",1,2,"1st envelope","7",204.25,42,3
"163-59-03",332,"sample","31-60-03","163",4,"59-03",2,1,"","7",204.25,59,3
"147-33-02",307,"sample","7-34-11","147",5,"33-02",3,1,"coarse underfur","7",204.25,33,2
"120-1-12",965,"sample","0056","214",1,"120-12",4,1,"1st envelope","7",250.25,120,12
"59-4-1",915,"sample","31-60-03","162",4,"59-01",4,1,"1st envelope","7",204.25,59,1
"67-6-1",858,"sample","7-34-11","102",6,"67-01",4,1,"","7",204.25,67,1
"73-62-10",158,"sample","12-106-02","73",4,"62-10",3,1,"","7",204.25,62,10
"37-16-05",109,"sample","13-27-05","37",2,"16-05",3,1,"","7",250.25,16,5
"74-106-05",161,"sample","12-106-02","74",2,"106-05",3,1,"1st envelope","7",204.25,106,5
"11-3-1",787,"sample","13-27-05","26",3,"11-01",4,1,"","7",250.25,11,1
"252-4-02",499,"sample","12-106-02","252",5,"4-02",1,1,"","7",204.25,4,2
"28-3-2",872,"sample","13-27-05","117",3,"28-02",4,1,"coarse underfur, 1st envelope","7",250.25,28,2
"34-5-2",789,"sample","2213","28",5,"34-02",4,1,"","7",250.25,34,2
"12-106-02",78,"sample","12-106-02","12",2,"106-02",3,1,"","24",204.25,106,2
"22-4-2",981,"sample","17-2-02","231",4,"22-02",4,1,"1st envelope","7",204.25,22,2
"149-46-03",310,"sample","2213","149",5,"46-03",3,1,"1st envelope","7",250.25,46,3
"200-10-03",1060,"sample","13-27-05","200",4,"10-03",3,2,"","7",250.25,10,3
"32-59-03",103,"sample","12-106-02","32",2,"59-03",3,1,"","7",204.25,59,3
"239-57-01",476,"sample","35-69-01","239",5,"57-01",1,1,"1st envelope","7",250.25,57,1
"174-33-08",354,"sample","67-114-04","174",4,"33-08",1,1,"","7",204.25,33,8
"297-82-02",581,"sample","67-114-04","297",5,"82-02",2,1,"1st envelope","7",204.25,82,2
"46-4-5",895,"sample","7-34-11","140",4,"46-05",4,1,"","7",204.25,46,5
"221-100-05",443,"sample","7-34-11","221",4,"100-05",2,1,"","7",204.25,100,5
"280-103-10",553,"sample","0056","280",5,"103-10",2,1,"1st envelope","7",250.25,103,10
"362-83-02",1090,"sample","10-86-01","362",6,"83-02",3,2,"","7",204.25,83,2
"397-108-03",760,"sample","6-87-08","397",5,"108-03",1,1,"","7",250.25,108,3
"98-26-02",212,"sample","41-26-05","98",2,"26-02",3,1,"","7",204.25,26,2
"71-5-3",775,"sample","2213","13",5,"71-03",4,1,"","7",250.25,71,3
"18-2-1",947,"sample","56-28-01","196",2,"18-01",4,1,"","7",204.25,18,1
"25-55-01",25,"sample","25-55-01","25",1,"55-01",1,1,"1st envelope","24",204.25,55,1
"266-86-02",525,"sample","12-106-02","266",5,"86-02",2,1,"","7",204.25,86,2
"112-29-01",235,"sample","45-29-01","112",3,"29-01",1,1,"","7",204.25,29,1
"46-87-01",118,"sample","12-106-02","46",2,"87-01",2,1,"coarse underfur","7",204.25,87,1
"120-5-5",869,"sample","67-114-04","114",5,"120-05",4,1,"","7",204.25,120,5
"212-119-02",425,"sample","6-87-08","212",4,"119-02",1,1,"","7",250.25,119,2
"232-11-01",1065,"sample","13-27-05","232",5,"11-01",2,2,"","7",250.25,11,1
"111-103-02",1044,"sample","0056","111",4,"103-02",3,2,"2nd envelope","7",250.25,103,2
"56-2-4",843,"sample","35-69-01","85",2,"56-04",4,1,"","7",250.25,56,4
"77-85-01",165,"sample","10-86-01","77",2,"85-01",1,1,"","7",204.25,85,1
"22-3-6",810,"sample","31-60-03","50",3,"22-06",4,1,"1st envelope","7",204.25,22,6
"206-115-03",414,"sample","171-105-09","206",3,"115-03",1,1,"","7",204.25,115,3
"55-3-5",969,"sample","24-66-03","218",3,"55-05",4,1,"","7",204.25,55,5
"103-36-05",222,"sample","38-34-09","103",3,"36-05",3,1,"","24",204.25,36,5
"62-4-11",963,"sample","10-86-01","212",4,"62-11",4,1,"","7",204.25,62,11
"364-96-03",702,"sample","31-60-03","364",6,"96-03",1,1,"1st envelope","7",204.25,96,3
"74-3-1",909,"sample","10-86-01","156",3,"74-01",4,1,"","7",204.25,74,1
"26-2-6",972,"sample","31-60-03","222",2,"26-06",4,1,"2nd envelope","7",204.25,26,6
"120-1-6",1004,"sample","0056","254",1,"120-06",4,2,"1st envelope","7",250.25,120,6
"73-72-06",157,"sample","2213","73",4,"72-06",2,1,"1st envelope, coarse blonde underfur","8",250.25,72,6
"376-121-02",726,"sample","276-121-04","376",6,"121-02",2,1,"","7",204.25,121,2
"85-41-01",183,"sample","25-55-01","85",2,"41-01",1,1,"1st envelope","7",204.25,41,1
"228-21-04",457,"sample","31-60-03","228",4,"21-04",3,1,"1st envelope","7",204.25,21,4
"342-11-02",662,"sample","13-27-05","342",6,"11-02",1,1,"1st envelope","7",250.25,11,2
"16-1-4",929,"sample","12-106-02","177",1,"16-04",4,1,"","7",204.25,16,4
"11-3-5",845,"sample","13-27-05","87",3,"11-05",4,1,"","7",250.25,11,5
"17-2-02",17,"sample","17-2-02","17",1,"2-02",1,1,"1st envelope","24",204.25,2,2
"108-64-02",231,"sample","47-64-04","108",3,"64-02",3,1,"1st envelope","7",250.25,64,2
"120-1-1",885,"sample","0056","130",1,"120-01",4,1,"1st envelope","7",250.25,120,1
"349-55-03",674,"sample","7-34-11","349",5,"55-03",2,1,"","7",204.25,55,3
"47-64-04",47,"sample","47-64-04","47",2,"64-04",1,1,"","24",250.25,64,4
"36-2-11",1000,"sample","3002","250",2,"36-11",4,2,"1st envelope","7",250.25,36,11
"103-5-11",800,"sample","0056","40",5,"103-11",4,1,"","7",250.25,103,11
"332-62-03",641,"sample","12-106-02","332",6,"62-03",3,1,"","7",204.25,62,3
"64-103-09",1041,"sample","0056","64",5,"103-09",3,2,"","7",250.25,103,9
"288-101-04",566,"sample","67-114-04","288",5,"101-04",1,1,"","7",204.25,101,4
"67-114-04",67,"sample","67-114-04","67",2,"114-04",1,1,"","24",204.25,114,4
"93-55-03",1103,"sample","25-55-01","93",2,"55-03",3,3,"","7",204.25,55,3
"261-28-03",517,"sample","13-27-05","261",5,"28-03",3,1,"","7",250.25,28,3
"71-108-01",151,"sample","67-114-04","71",2,"108-01",1,1,"1st envelope","7",204.25,108,1
"33-48-02",1033,"sample","31-60-03","33",2,"48-02",3,2,"1st envelope","7",204.25,48,2
"86-56-03",187,"sample","35-69-01","86",2,"56-03",2,1,"","7",250.25,56,3
"153-90-03",314,"sample","25-55-01","153",3,"90-03",1,1,"1st envelope","7",204.25,90,3
"3-14-02",69,"sample","2213","3",1,"14-02",2,1,"","10",250.25,14,2
"279-104-03",551,"sample","0056","279",5,"104-03",2,1,"","7",250.25,104,3
"87-77-05",188,"sample","25-55-01","87",2,"77-05",1,1,"","7",204.25,77,5
"358-33-06",693,"sample","67-114-04","358",3,"33-06",3,1,"2nd envelope","7",204.25,33,6
"89-5-5",964,"sample","7-34-11","213",5,"89-05",4,1,"1st envelope","7",204.25,89,5
"253-11-05",502,"sample","12-106-02","253",5,"11-05",1,1,"","7",204.25,11,5
"140-92-10",293,"sample","67-114-04","140",3,"92-10",2,1,"1st envelope","7",204.25,92,10
"99-2-4",783,"sample","12-106-02","22",2,"99-04",4,1,"1st envelope","7",204.25,99,4
"6-87-07",1100,"sample","12-106-02","6",1,"87-07",3,3,"1st envelope","7",204.25,87,7
"106-34-04",226,"sample","2213","106",3,"34-04",1,1,"","8",250.25,34,4
"96-46-08",207,"sample","2213","96",3,"46-08",3,1,"","8",250.25,46,8
"28-3-1",930,"sample","13-27-05","178",3,"28-01",4,1,"1st envelope","7",250.25,28,1
"133-105-03",280,"sample","30-120-03","133",4,"105-03",3,1,"","7",250.25,105,3
"28-89-01",28,"sample","25-55-01","28",1,"89-01",1,1,"1st envelope","12",204.25,89,1
"60-2-5",918,"sample","2213","165",2,"60-05",4,1,"1st envelope","7",250.25,60,5
"193-17-01",1107,"sample","13-27-05","193",4,"17-01",2,3,"","7",250.25,17,1
"29-4-5",946,"sample","175-20-02","195",4,"29-05",4,1,"1st envelope","24",204.25,29,5
"350-10-02",676,"sample","13-27-05","350",6,"10-02",2,1,"","7",250.25,10,2
"245-15-04",1112,"sample","2213","245",5,"15-04",3,3,"","7",250.25,15,4
"242-46-01",482,"sample","38-34-09","242",5,"46-01",1,1,"1st envelope","7",204.25,46,1
"218-93-02",434,"sample","67-114-04","218",4,"93-02",2,1,"","7",204.25,93,2
"60-4-1",943,"sample","2213","191",4,"60-01",4,1,"","7",250.25,60,1
"36-3-8",776,"sample","2213","14",3,"36-08",4,1,"1st envelope","7",250.25,36,8
"75-4-10",956,"sample","12-106-02","205",4,"75-10",4,1,"1st envelope","7",204.25,75,10
"395-62-07",757,"sample","10-86-01","395",2,"62-07",3,1,"","7",204.25,62,7
"56-28-02",128,"sample","56-28-01","56",2,"28-02",2,1,"","7",204.25,28,2
"350-10-03",677,"sample","13-27-05","350",6,"10-03",3,1,"","7",250.25,10,3
"228-21-01",456,"sample","31-60-03","228",4,"21-01",2,1,"1st envelope","7",204.25,21,1
"295-73-02",577,"sample","10-86-01","295",5,"73-02",2,1,"","7",204.25,73,2
"271-36-12",535,"sample","2213","271",2,"36-12",3,1,"","7",250.25,36,12
"17-2-01",84,"sample","17-2-02","17",1,"2-01",2,1,"1st envelope","12",204.25,2,1
"132-104-03",278,"sample","0056","132",3,"104-03",2,1,"","8",250.25,104,3
"157-34-03",324,"sample","67-114-04","157",2,"34-03",3,1,"","10",204.25,34,3
"83-21-02",179,"sample","31-60-03","83",2,"21-02",1,1,"","7",204.25,21,2
"62-4-4",975,"sample","12-106-02","225",4,"62-04",4,1,"1st envelope","7",204.25,62,4
"14-5-3",877,"sample","38-34-09","122",5,"14-03",4,1,"","7",204.25,14,3
"319-46-01",616,"sample","2213","319",6,"46-01",1,1,"","7",250.25,46,1
"317-71-05",612,"sample","317-71-05","317",6,"71-05",1,1,"","24",204.25,71,5
"209-103-04",420,"sample","0056","209",4,"103-04",3,1,"1st envelope","7",250.25,103,4
"26-1-3",799,"sample","3002","39",1,"26-03",4,1,"1st envelope","7",250.25,26,3
"303-21-04",592,"sample","17-2-02","303",5,"21-04",1,1,"","7",204.25,21,4
"44-14-04",44,"sample","2213","44",2,"14-04",1,1,"","12",250.25,14,4
"186-75-04",1055,"sample","12-106-02","186",4,"75-04",2,2,"","7",204.25,75,4
"71-6-2",903,"sample","2213","149",6,"71-02",4,1,"","7",250.25,71,2
"299-96-02",585,"sample","12-106-02","299",5,"96-02",2,1,"","7",204.25,96,2
"339-105-06",655,"sample","67-114-04","339",4,"105-06",2,1,"1st envelope","7",204.25,105,6
"172-34-09",351,"sample","7-34-11","172",4,"34-09",2,1,"","7",204.25,34,9
"177-64-02",361,"sample","6-87-08","177",4,"64-02",1,1,"1st envelope","8",250.25,64,2
"33-3-7",905,"sample","31-60-03","151",3,"33-07",4,1,"","7",204.25,33,7
"293-53-02",1075,"sample","17-2-02","293",6,"53-02",3,2,"","7",204.25,53,2
"372-100-01",717,"sample","25-55-01","372",6,"100-01",1,1,"","7",204.25,100,1
"90-1-4",900,"sample","23-100-05","146",1,"90-04",4,1,"","7",204.25,90,4
"89-67-01",193,"sample","25-55-01","89",2,"67-01",3,1,"1st envelope","7",204.25,67,1
"286-33-01",564,"sample","31-60-03","286",3,"33-01",3,1,"1st envelope","7",204.25,33,1
"100-14-08",217,"sample","2213","100",3,"14-08",2,1,"mostly uf left, 1st envelope","8",250.25,14,8
"103-36-01",221,"sample","38-34-09","103",3,"36-01",1,1,"don’t think there are many roots on hairs","7",204.25,36,1
"34-2-7",1012,"sample","3002","262",2,"34-07",4,2,"","7",250.25,34,7
"168-15-03",342,"sample","38-34-09","168",4,"15-03",2,1,"","7",204.25,15,3
"308-78-02",600,"sample","25-55-01","308",5,"78-02",2,1,"","7",204.25,78,2
"304-53-01",593,"sample","24-66-03","304",5,"53-01",1,1,"","7",204.25,53,1
"234-89-06",467,"sample","25-55-01","234",4,"89-06",3,1,"","7",204.25,89,6
"191-5-02",388,"sample","12-106-02","191",4,"5-02",1,1,"","7",204.25,5,2
