"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"34-4-8",928,"sample","2213","176",4,"34-08",4,1,"1st envelope","7",250.25,34,8
"191-5-01",389,"sample","12-106-02","191",4,"5-01",2,1,"2nd envelope","7",204.25,5,1
"168-15-04",341,"sample","38-34-09","168",4,"15-04",1,1,"","7",204.25,15,4
"120-1-14",983,"sample","0056","233",1,"120-14",4,1,"","7",250.25,120,14
"29-4-2",966,"sample","45-29-01","215",4,"29-02",4,1,"","7",204.25,29,2
"298-83-01",583,"sample","12-106-02","298",5,"83-01",2,1,"","7",204.25,83,1
"183-62-02",374,"sample","13-27-05","183",4,"62-02",3,1,"","7",250.25,62,2
"347-22-03",669,"sample","347-22-03","347",6,"22-03",1,1,"","24",250.25,22,3
"120-1-6",1004,"sample","0056","254",1,"120-06",4,2,"1st envelope","7",250.25,120,6
"11-75-04",11,"sample","10-86-01","11",1,"75-04",1,1,"","12",204.25,75,4
"270-22-02",1113,"sample","17-2-02","270",5,"22-02",2,3,"","7",204.25,22,2
"99-2-4",783,"sample","12-106-02","22",2,"99-04",4,1,"1st envelope","7",204.25,99,4
"4-4-3",852,"sample","12-106-02","94",4,"3-Apr",4,1,"","7",204.25,3,NA
"27-4-3",896,"sample","13-27-05","141",4,"27-03",4,1,"mostly uf left, 2nd envelope","7",250.25,27,3
"27-4-5",879,"sample","13-27-05","124",4,"27-05",4,1,"","7",250.25,27,5
"5-26-15",5,"sample","2213","5",1,"26-15",1,1,"","12",250.25,26,15
"383-60-15",738,"sample","31-60-03","383",4,"60-15",2,1,"","7",204.25,60,15
"150-113-04",311,"sample","0056","150",4,"113-04",3,NA,"","7",250.25,113,4
"60-4-5",855,"sample","7-34-11","97",4,"60-05",4,1,"","7",204.25,60,5
"324-26-02",628,"sample","2213","324",6,"26-02",2,1,"","7",250.25,26,2
"76-96-04",163,"sample","12-106-02","76",2,"96-04",1,1,"","7",204.25,96,4
"33-5-1",770,"sample","7-34-11","7",5,"33-01",4,1,"","7",204.25,33,1
"247-24-03",491,"sample","2213","247",5,"24-03",1,1,"","7",250.25,24,3
"10-3-2",1008,"sample","13-27-05","258",3,"10-02",4,2,"1st envelope","7",250.25,10,2
"355-91-03",686,"sample","25-55-01","355",6,"91-03",3,1,"","7",204.25,91,3
"262-34-06",518,"sample","67-114-04","262",5,"34-06",3,NA,"","7",204.25,34,6
"229-66-03",459,"sample","25-55-01","229",4,"66-03",2,1,"","7",204.25,66,3
"67-2-5",851,"sample","25-55-01","93",2,"67-05",4,1,"1st envelope","7",204.25,67,5
"194-16-03",392,"sample","13-27-05","194",4,"16-03",1,1,"","7",250.25,16,3
"33-48-03",33,"sample","31-60-03","33",2,"48-03",1,1,"4th envelope","11",204.25,48,3
"38-34-09",1034,"sample","38-34-09","38",2,"34-09",2,2,"2nd envelope","7",204.25,34,9
"69-98-01",147,"sample","12-106-02","69",2,"98-01",1,1,"1st envelope","7",204.25,98,1
"114-5-1",899,"sample","67-114-04","145",5,"114-01",4,1,"1st envelope","7",204.25,114,1
"303-21-04",592,"sample","17-2-02","303",5,"21-04",1,1,"","7",204.25,21,4
"44-14-01",116,"sample","38-34-09","44",2,"14-01",2,1,"","7",204.25,14,1
"13-27-02",79,"sample","13-27-05","13",1,"27-02",2,1,"1st envelope","12",250.25,27,2
"339-105-06",655,"sample","67-114-04","339",4,"105-06",2,1,"1st envelope","7",204.25,105,6
"27-3-5",950,"sample","12-106-02","199",3,"27-05",4,1,"","7",204.25,27,5
"121-22-03",1047,"sample","31-60-03","121",3,"22-03",3,2,"coarse underfur, 1st envelope","7",204.25,22,3
"14-16-07",14,"sample","12-106-02","14",1,"16-07",2,NA,"3rd envelope","7",204.25,16,7
"77-85-01",165,"sample","10-86-01","77",2,"85-01",1,1,"","7",204.25,85,1
"312-90-01",605,"sample","25-55-01","312",2,"90-01",2,1,"","7",204.25,90,1
"106-34-04",226,"sample","2213","106",3,"34-04",1,1,"","8",250.25,34,4
"15-2-1",937,"sample","13-27-05","185",2,"15-01",4,1,"coarse underfur","7",250.25,15,1
"245-15-03",488,"sample","13-27-05","245",5,"15-03",1,1,"","7",250.25,15,3
"28-4-3",862,"sample","13-27-05","106",4,"28-03",4,1,"1st envelope","7",250.25,28,3
"46-6-5",1015,"sample","2213","266",6,"46-05",4,2,"","7",250.25,46,5
"6-87-08",6,"sample","6-87-08","6",1,"87-08",2,NA,"1st envelope in group","7",250.25,87,8
"323-35-02",626,"sample","2213","323",6,"35-02",2,1,"","7",250.25,35,2
"18-8-03",18,"sample","17-2-02","18",1,"8-03",1,1,"2nd envelope","11",204.25,8,3
"96-2-12",891,"sample","0056","136",2,"96-02",4,1,"","7",250.25,96,2
"1-4-3",812,"sample","12-106-02","52",4,"3-Jan",4,1,"","7",204.25,3,NA
"118-28-03",247,"sample","13-27-05","118",3,"28-03",2,1,"","7",250.25,28,3
"305-42-05",594,"sample","7-34-11","305",5,"42-05",1,1,"","7",204.25,42,5
"130-114-01",271,"sample","67-114-04","130",3,"114-01",1,1,"1st envelope","7",204.25,114,1
"261-28-01",515,"sample","13-27-05","261",5,"28-01",1,1,"","7",250.25,28,1
"62-4-4",975,"sample","12-106-02","225",4,"62-04",4,1,"1st envelope","7",204.25,62,4
"103-36-01",221,"sample","38-34-09","103",3,"36-01",1,1,"don’t think there are many roots on hairs","7",204.25,36,1
"263-49-02",520,"sample","13-27-05","263",5,"49-02",2,1,"maybe not bear?","7",250.25,49,2
"367-61-03",708,"sample","19-50-05","367",6,"61-03",2,1,"","7",250.25,61,3
"100-1-9",924,"sample","23-100-05","172",1,"100-09",4,1,"2nd envelope","7",204.25,100,9
"22-6-1",815,"sample","121-22-04","55",6,"22-01",4,1,"","7",250.25,22,1
"283-98-02",558,"sample","12-106-02","283",5,"98-02",2,1,"","7",204.25,98,2
"15-22-02",82,"sample","25-55-01","15",1,"22-02",3,1,"","11",204.25,22,2
"373-99-02",720,"sample","13-27-05","373",6,"99-02",2,1,"","7",250.25,99,2
"354-26-16",683,"sample","2213","354",1,"26-16",3,1,"","7",250.25,26,16
"32-59-01",32,"sample","12-106-02","32",2,"59-01",1,1,"1st envelope","12",204.25,59,1
"62-4-11",963,"sample","10-86-01","212",4,"62-11",4,1,"","7",204.25,62,11
"17-2-02",17,"sample","17-2-02","17",1,"2-02",1,1,"1st envelope","24",204.25,2,2
"92-3-8",829,"sample","0056","69",3,"92-08",4,1,"1st envelope","7",250.25,92,8
"396-25-01",759,"sample","2213","396",6,"25-01",3,1,"","7",250.25,25,1
"116-62-04",243,"sample","10-86-01","116",3,"62-04",2,1,"","7",204.25,62,4
"17-2-01",84,"sample","17-2-02","17",1,"2-01",2,1,"1st envelope","12",204.25,2,1
"185-26-04",376,"sample","2213","185",1,"26-04",2,1,"1st envelope","12",250.25,26,4
"92-3-13",765,"sample","0056","2",3,"92-13",4,1,"1st envelope","7",250.25,92,13
"27-4-10",997,"sample","12-106-02","247",4,"27-10",4,2,"1st envelope","7",204.25,27,10
"10-2-13",884,"sample","13-27-05","129",2,"13-Oct",4,1,"","7",250.25,13,NA
"303-21-08",1115,"sample","17-2-02","303",5,"21-08",2,3,"","7",204.25,21,8
"289-100-01",567,"sample","7-34-11","289",5,"100-01",1,1,"1st envelope","7",204.25,100,1
"43-15-05",114,"sample","2213","43",2,"15-05",2,1,"","7",250.25,15,5
"120-1-12",965,"sample","0056","214",1,"120-12",4,1,"1st envelope","7",250.25,120,12
"105-35-02",225,"sample","38-34-09","105",3,"35-02",1,1,"","7",204.25,35,2
"227-56-01",453,"sample","35-69-01","227",4,"56-01",2,1,"","7",250.25,56,1
"267-75-03",526,"sample","12-106-02","267",5,"75-03",1,1,"","7",204.25,75,3
"85-41-03",184,"sample","25-55-01","85",2,"41-03",2,1,"1st envelope","7",204.25,41,3
"309-67-02",602,"sample","7-34-11","309",5,"67-02",3,1,"","7",204.25,67,2
"37-16-05",109,"sample","13-27-05","37",2,"16-05",3,1,"","7",250.25,16,5
"92-3-11",922,"sample","0056","170",3,"92-11",4,1,"1st envelope","7",250.25,92,11
"11-3-5",845,"sample","13-27-05","87",3,"11-05",4,1,"","7",250.25,11,5
"239-41-05",477,"sample","25-55-01","239",5,"41-05",2,1,"","7",204.25,41,5
"70-99-06",149,"sample","12-106-02","70",2,"99-06",2,1,"1st envelope","7",204.25,99,6
"284-77-01",560,"sample","25-55-01","284",2,"77-01",3,1,"1st envelope","7",204.25,77,1
"363-84-01",701,"sample","10-86-01","363",6,"84-01",1,1,"","7",204.25,84,1
"89-5-5",964,"sample","7-34-11","213",5,"89-05",4,1,"1st envelope","7",204.25,89,5
"395-62-07",757,"sample","10-86-01","395",2,"62-07",3,1,"","7",204.25,62,7
"173-32-05",352,"sample","17-2-02","173",4,"32-05",1,1,"","7",204.25,32,5
"156-4-03",322,"sample","13-27-05","156",3,"4-03",3,1,"","9",250.25,4,3
"35-2-3",1028,"sample","3002","279",2,"35-03",4,2,"coarse underfur","7",250.25,35,3
"34-46-03",34,"sample","67-114-04","34",2,"46-03",1,1,"","12",204.25,46,3
"57-27-01",57,"sample","12-106-02","57",2,"27-01",1,1,"","12",204.25,27,1
"332-62-01",640,"sample","12-106-02","332",6,"62-01",2,1,"","7",204.25,62,1
"286-33-01",564,"sample","31-60-03","286",3,"33-01",3,1,"1st envelope","7",204.25,33,1
"75-4-11",934,"sample","10-86-01","182",4,"75-11",4,1,"","7",204.25,75,11
"342-11-01",664,"sample","12-106-02","342",6,"11-01",3,1,"","7",204.25,11,1
"34-46-01",105,"sample","67-114-04","34",2,"46-01",2,1,"1st envelope","7",204.25,46,1
"351-26-11",1087,"sample","2213","351",1,"26-11",2,2,"1st envelope","7",250.25,26,11
"64-103-09",1041,"sample","0056","64",5,"103-09",3,2,"","7",250.25,103,9
"34-5-4",952,"sample","31-60-03","201",5,"34-04",4,1,"","7",204.25,34,4
"26-1-23",797,"sample","2213","36",1,"26-23",4,1,"","7",250.25,26,23
"98-57-01",210,"sample","35-69-01","98",3,"57-01",1,1,"","7",250.25,57,1
"252-4-03",501,"sample","12-106-02","252",5,"4-03",3,1,"","7",204.25,4,3
"346-23-02",668,"sample","121-22-04","346",6,"23-02",1,1,"","7",250.25,23,2
"359-42-01",695,"sample","17-2-02","359",6,"42-01",3,1,"","7",204.25,42,1
"153-90-03",314,"sample","25-55-01","153",3,"90-03",1,1,"1st envelope","7",204.25,90,3
"224-72-07",449,"sample","10-86-01","224",4,"72-07",1,1,"","7",204.25,72,7
"220-46-05",441,"sample","2213","220",5,"46-05",3,1,"this bundle had 46-06 in it too","7",250.25,46,5
"100-14-02",216,"sample","2213","100",3,"14-02",1,1,"uf left","8",250.25,14,2
"75-4-12",931,"sample","12-106-02","179",4,"75-12",4,1,"1st envelope","7",204.25,75,12
"12-62-04",12,"sample","10-86-01","12",1,"62-04",1,1,"","12",204.25,62,4
"82-42-01",177,"sample","82-42-01","82",2,"42-01",1,1,"","24",204.25,42,1
"36-2-11",1000,"sample","3002","250",2,"36-11",4,2,"1st envelope","7",250.25,36,11
"31-60-03",31,"sample","31-60-03","31",2,"60-03",1,1,"2nd envelope","24",204.25,60,3
"306-91-05",597,"sample","7-34-11","306",5,"91-05",3,1,"1st envelope","7",204.25,91,5
"109-41-02",232,"sample","7-34-11","109",5,"41-02",2,1,"1st envelope","7",204.25,41,2
"40-35-05",1035,"sample","3002","40",2,"35-05",2,2,"1st envelope","7",250.25,35,5
"170-36-03",1051,"sample","3002","170",4,"36-03",2,2,"","7",250.25,36,3
"22-3-6",810,"sample","31-60-03","50",3,"22-06",4,1,"1st envelope","7",204.25,22,6
"179-52-01",365,"sample","47-64-04","179",4,"52-01",1,1,"","7",250.25,52,1
"195-11-02",394,"sample","12-106-02","195",4,"11-02",1,1,"1st envelope","7",204.25,11,2
"139-93-01",291,"sample","30-120-03","139",3,"93-01",1,1,"coarse underfur, 1st envelope","7",250.25,93,1
"189-27-08",385,"sample","13-27-05","189",4,"27-08",3,1,"","7",250.25,27,8
"205-104-02",412,"sample","67-114-04","205",4,"104-02",2,1,"","7",204.25,104,2
"137-109-07",1106,"sample","72-119-02","137",3,"109-07",3,3,"2nd envelope","7",204.25,109,7
"74-3-1",909,"sample","10-86-01","156",3,"74-01",4,1,"","7",204.25,74,1
"34-2-12",887,"sample","2213","132",2,"34-12",4,1,"not many hairs with roots","7",250.25,34,12
"73-72-06",157,"sample","2213","73",4,"72-06",2,1,"1st envelope, coarse blonde underfur","8",250.25,72,6
"148-83-02",308,"sample","67-114-04","148",3,"83-02",2,NA,"","7",204.25,83,2
"278-114-02",548,"sample","171-105-09","278",5,"114-02",1,1,"","7",204.25,114,2
"98-57-02",211,"sample","35-69-01","98",3,"57-02",2,1,"","7",250.25,57,2
"132-104-02",277,"sample","0056","132",3,"104-02",1,1,"1st envelope","8",250.25,104,2
"51-86-01",51,"sample","10-86-01","51",2,"86-01",1,1,"","10",204.25,86,1
"183-62-05",373,"sample","10-86-01","183",4,"62-05",2,NA,"","7",204.25,62,5
"117-50-03",245,"sample","19-50-05","117",3,"50-03",2,1,"","24",250.25,50,3
"7-34-11",71,"sample","7-34-11","7",4,"34-11",3,1,"1st envelope","24",204.25,34,11
"188-18-05",381,"sample","13-27-05","188",4,"18-05",1,1,"","7",250.25,18,5
"239-14-05",478,"sample","2213","239",2,"14-05",3,1,"1st envelope","7",250.25,14,5
"288-101-04",566,"sample","67-114-04","288",5,"101-04",1,1,"","7",204.25,101,4
"361-41-02",699,"sample","361-41-05","361",6,"41-02",3,1,"","7",250.25,41,2
"194-16-01",393,"sample","13-27-05","194",4,"16-01",3,1,"coarse underfur","7",250.25,16,1
"268-62-05",529,"sample","12-106-02","268",5,"62-05",3,1,"1st envelope","7",204.25,62,5
"24-66-03",24,"sample","24-66-03","24",1,"66-03",1,1,"2nd envelope","24",204.25,66,3
"155-22-04",320,"sample","17-2-02","155",4,"22-04",3,1,"","7",204.25,22,4
"33-4-4",984,"sample","2213","234",4,"33-04",4,1,"","7",250.25,33,4
"236-78-02",470,"sample","25-55-01","236",4,"78-02",1,1,"","7",204.25,78,2
"300-84-01",586,"sample","10-86-01","300",5,"84-01",1,1,"","7",204.25,84,1
"375-104-02",1091,"sample","0056","375",4,"104-02",2,2,"","7",250.25,104,2
"60-2-4",839,"sample","31-60-03","80",2,"60-04",4,1,"","7",204.25,60,4
"213-109-06",427,"sample","72-119-02","213",4,"109-06",2,1,"1st envelope","7",204.25,109,6
"104-25-01",224,"sample","2213","104",3,"25-01",3,1,"","8",250.25,25,1
"16-90-01",16,"sample","25-55-01","16",3,"90-01",2,NA,"","7",204.25,90,1
"306-91-01",596,"sample","7-34-11","306",5,"91-01",2,1,"2nd envelope","7",204.25,91,1
"327-15-02",632,"sample","2213","327",6,"15-02",2,1,"","7",250.25,15,2
"121-5-6",999,"sample","30-120-03","249",5,"121-06",4,2,"","7",250.25,121,6
"10-86-02",75,"sample","10-86-01","10",1,"86-02",3,1,"1st envelope","11",204.25,86,2
"360-21-04",696,"sample","12-106-02","360",6,"21-04",1,1,"","7",204.25,21,4
"254-18-02",504,"sample","13-27-05","254",5,"18-02",1,1,"","7",250.25,18,2
"388-90-06",746,"sample","25-55-01","388",2,"90-06",1,1,"","7",204.25,90,6
"120-1-1",885,"sample","0056","130",1,"120-01",4,1,"1st envelope","7",250.25,120,1
"211-60-07",424,"sample","67-114-04","211",4,"60-07",3,1,"","7",204.25,60,7
"95-48-02",203,"sample","31-60-03","95",3,"48-02",2,1,"","7",204.25,48,2
"219-105-07",438,"sample","171-105-09","219",4,"105-07",3,1,"1st envelope","7",204.25,105,7
"99-2-7",901,"sample","12-106-02","147",2,"99-07",4,1,"1st envelope","7",204.25,99,7
"45-5-04",117,"sample","12-106-02","45",5,"5-04",2,1,"1st envelope","7",204.25,5,4
"352-67-05",679,"sample","7-34-11","352",6,"67-05",2,1,"2nd envelope","7",204.25,67,5
"90-88-01",194,"sample","25-55-01","90",2,"88-01",1,1,"1st envelope","7",204.25,88,1
"375-72-07",724,"sample","10-86-01","375",2,"72-07",3,1,"","7",204.25,72,7
"367-61-02",707,"sample","19-50-05","367",6,"61-02",1,1,"","7",250.25,61,2
"103-36-07",1105,"sample","2213","103",3,"36-07",2,3,"","7",250.25,36,7
"106-5-1",769,"sample","67-114-04","6",5,"106-01",4,1,"1st envelope","7",204.25,106,1
"355-91-02",684,"sample","25-55-01","355",6,"91-02",1,1,"","7",204.25,91,2
"223-73-03",448,"sample","10-86-01","223",4,"73-03",3,1,"","7",204.25,73,3
"61-22-03",137,"sample","31-60-03","61",2,"22-03",2,1,"1st envelope","7",204.25,22,3
"314-45-01",606,"sample","2213","314",6,"45-01",1,1,"1st envelope","7",250.25,45,1
"106-4-4",902,"sample","67-114-04","148",4,"106-04",4,1,"","7",204.25,106,4
"15-6-1",898,"sample","13-27-05","144",6,"15-01",4,1,"","7",250.25,15,1
"41-6-4",979,"sample","361-41-05","229",6,"41-04",4,1,"1st envelope","7",250.25,41,4
"97-69-03",209,"sample","97-69-05","97",3,"69-03",3,1,"uf left, 1st envelope","7",204.25,69,3
"120-5-5",869,"sample","67-114-04","114",5,"120-05",4,1,"","7",204.25,120,5
"164-48-02",333,"sample","31-60-03","164",4,"48-02",1,1,"1st envelope","7",204.25,48,2
"26-67-01",26,"sample","25-55-01","26",1,"67-01",1,1,"1st envelope","12",204.25,67,1
"50-3-2",840,"sample","19-50-05","81",3,"50-02",4,1,"1st envelope","7",250.25,50,2
"153-90-02",315,"sample","25-55-01","153",3,"90-02",2,1,"uf left mostly","7",204.25,90,2
"200-10-05",403,"sample","13-27-05","200",4,"10-05",1,1,"","7",250.25,10,5
"186-75-09",378,"sample","12-106-02","186",4,"75-09",1,1,"2nd envelope","7",204.25,75,9
"102-6-2",991,"sample","0056","241",6,"102-02",4,2,"","7",250.25,102,2
"152-89-01",312,"sample","25-55-01","152",3,"89-01",1,1,"2nd envelope","7",204.25,89,1
"64-4-4",976,"sample","6-87-08","226",4,"64-04",4,1,"","7",250.25,64,4
"192-4-01",1057,"sample","12-106-02","192",4,"4-01",2,2,"","7",204.25,4,1
"18-3-4",1010,"sample","13-27-05","260",3,"18-04",4,2,"","7",250.25,18,4
"103-5-1",904,"sample","0056","150",5,"103-01",4,1,"","7",250.25,103,1
"81-95-01",175,"sample","31-60-03","81",2,"95-01",1,1,"","7",204.25,95,1
"315-75-03",1078,"sample","10-86-01","315",3,"75-03",2,2,"","7",204.25,75,3
"328-14-03",1082,"sample","2213","328",6,"14-03",3,2,"","7",250.25,14,3
"44-14-03",1036,"sample","3002","44",2,"14-03",3,2,"","7",250.25,14,3
"297-82-02",581,"sample","67-114-04","297",5,"82-02",2,1,"1st envelope","7",204.25,82,2
"188-18-01",382,"sample","13-27-05","188",4,"18-01",3,1,"1st envelope","7",250.25,18,1
"196-23-04",397,"sample","17-2-02","196",4,"23-04",3,1,"","7",204.25,23,4
"214-107-01",430,"sample","31-60-03","214",4,"107-01",2,1,"","7",204.25,107,1
"49-20-03",49,"sample","49-20-03","49",2,"20-03",1,1,"1st envelope","24",250.25,20,3
"362-83-01",700,"sample","31-60-03","362",6,"83-01",1,1,"","7",204.25,83,1
"359-42-02",694,"sample","17-2-02","359",6,"42-02",1,1,"coarse underfur, 1st envelope","7",204.25,42,2
"272-2-01",537,"sample","12-106-02","272",5,"2-01",2,1,"","7",204.25,2,1
"320-98-04",620,"sample","12-106-02","320",5,"98-04",3,1,"2nd envelopes","7",204.25,98,4
"2-2-4",925,"sample","31-60-03","173",2,"02-04",4,1,"1st envelope","7",204.25,2,4
"3-14-02",69,"sample","2213","3",1,"14-02",2,1,"","10",250.25,14,2
"330-75-03",637,"sample","12-106-02","330",2,"75-03",3,1,"","7",204.25,75,3
"251-5-03",498,"sample","12-106-02","251",5,"5-03",1,1,"1st envelope","7",204.25,5,3
"209-103-01",419,"sample","0056","209",4,"103-01",2,1,"","7",250.25,103,1
"89-67-02",192,"sample","25-55-01","89",2,"67-02",1,1,"1st envelope","7",204.25,67,2
"341-4-01",661,"sample","12-106-02","341",6,"4-01",3,1,"2nd envelope","7",204.25,4,1
"149-72-02",309,"sample","10-86-01","149",3,"72-02",2,1,"","7",204.25,72,2
"72-119-02",153,"sample","72-119-02","72",2,"119-02",1,1,"","7",204.25,119,2
"71-108-01",151,"sample","67-114-04","71",2,"108-01",1,1,"1st envelope","7",204.25,108,1
"193-17-02",391,"sample","13-27-05","193",4,"17-02",1,1,"1st envelope","7",250.25,17,2
