"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"28-3-1",930,"sample","13-27-05","178",3,"28-01",4,1,"1st envelope","7",250.25,28,1
"91-3-3",791,"sample","25-55-01","30",3,"91-03",4,1,"1st envelope","7",204.25,91,3
"243-45-03",485,"sample","35-69-01","243",5,"45-03",3,1,"","7",250.25,45,3
"229-66-03",459,"sample","25-55-01","229",4,"66-03",2,1,"","7",204.25,66,3
"1-69-02",68,"sample","35-69-01","1",1,"69-02",3,1,"","11",250.25,69,2
"238-69-01",475,"sample","35-69-01","238",5,"69-01",1,1,"","7",250.25,69,1
"193-17-02",391,"sample","13-27-05","193",4,"17-02",1,1,"1st envelope","7",250.25,17,2
"124-10-05",261,"sample","13-27-05","124",3,"10-05",1,1,"1st envelope","7",250.25,10,5
"64-8-01",64,"sample","56-28-01","64",2,"8-01",1,1,"1st envelope","12",204.25,8,1
"149-72-02",309,"sample","10-86-01","149",3,"72-02",2,1,"","7",204.25,72,2
"26-1-23",797,"sample","2213","36",1,"26-23",4,1,"","7",250.25,26,23
"59-4-1",915,"sample","31-60-03","162",4,"59-01",4,1,"1st envelope","7",204.25,59,1
"196-23-01",396,"sample","17-2-02","196",4,"23-01",2,1,"1st envelope","7",204.25,23,1
"152-89-01",312,"sample","25-55-01","152",3,"89-01",1,1,"2nd envelope","7",204.25,89,1
"217-81-02",432,"sample","0056","217",4,"81-02",1,1,"1st envelope","7",250.25,81,2
"105-4-2",1020,"sample","171-105-09","271",4,"105-02",4,2,"","7",204.25,105,2
"383-60-15",738,"sample","31-60-03","383",4,"60-15",2,1,"","7",204.25,60,15
"32-59-03",103,"sample","12-106-02","32",2,"59-03",3,1,"","7",204.25,59,3
"278-114-04",549,"sample","131-103-04","278",5,"114-04",2,1,"1st envelope","7",204.25,114,4
"100-1-8",820,"sample","23-100-05","60",1,"100-08",4,1,"","7",204.25,100,8
"253-11-03",503,"sample","12-106-02","253",5,"11-03",3,1,"","7",204.25,11,3
"106-34-04",226,"sample","2213","106",3,"34-04",1,1,"","8",250.25,34,4
"106-3-3",825,"sample","67-114-04","65",3,"106-03",4,1,"","7",204.25,106,3
"52-75-04",124,"sample","12-106-02","52",2,"75-04",2,1,"","7",204.25,75,4
"33-5-1",770,"sample","7-34-11","7",5,"33-01",4,1,"","7",204.25,33,1
"305-42-04",1077,"sample","7-34-11","305",5,"42-04",2,2,"1st envelope","7",204.25,42,4
"259-20-02",511,"sample","49-20-03","259",5,"20-02",1,1,"","7",250.25,20,2
"61-22-01",138,"sample","31-60-03","61",2,"22-01",3,1,"","7",204.25,22,1
"140-92-05",292,"sample","0056","140",3,"92-05",1,1,"1st envelope","8",250.25,92,5
"121-5-1",1011,"sample","276-121-04","261",5,"121-01",4,2,"1st envelope","7",204.25,121,1
"198-1-01",1059,"sample","12-106-02","198",4,"1-01",3,2,"","7",204.25,1,1
"45-5-04",117,"sample","12-106-02","45",5,"5-04",2,1,"1st envelope","7",204.25,5,4
"213-109-03",428,"sample","72-119-02","213",4,"109-03",3,1,"","7",204.25,109,3
"141-100-02",294,"sample","7-34-11","141",3,"100-02",1,1,"1st envelope","15",204.25,100,2
"67-2-5",851,"sample","25-55-01","93",2,"67-05",4,1,"1st envelope","7",204.25,67,5
"275-105-01",543,"sample","171-105-09","275",5,"105-01",1,1,"","7",204.25,105,1
"259-20-01",1069,"sample","49-20-03","259",5,"20-01",2,2,"1st envelope","7",250.25,20,1
"56-2-2",824,"sample","25-55-01","64",2,"56-02",4,1,"1st envelope","7",204.25,56,2
"97-69-05",208,"sample","97-69-05","97",3,"69-05",1,1,"","24",204.25,69,5
"343-17-02",665,"sample","12-106-02","343",6,"17-02",1,1,"","11",204.25,17,2
"271-36-12",535,"sample","2213","271",2,"36-12",3,1,"","7",250.25,36,12
"278-114-03",1073,"sample","131-103-04","278",5,"114-03",3,2,"1st envelope","7",204.25,114,3
"400-114-01",1119,"sample","30-120-03","400",6,"114-01",1,3,"different ID in second spreadsheet -  (11-4)this one matches envelope","7",250.25,114,1
"115-74-02",240,"sample","10-86-01","115",3,"74-02",1,1,"","7",204.25,74,2
"324-26-01",627,"sample","2213","324",6,"26-01",1,1,"","7",250.25,26,1
"227-56-01",453,"sample","35-69-01","227",4,"56-01",2,1,"","7",250.25,56,1
"120-5-1",881,"sample","0056","126",5,"120-01",4,1,"1st envelope","7",250.25,120,1
"76-96-04",163,"sample","12-106-02","76",2,"96-04",1,1,"","7",204.25,96,4
"100-14-08",217,"sample","2213","100",3,"14-08",2,1,"mostly uf left, 1st envelope","8",250.25,14,8
"183-62-05",373,"sample","10-86-01","183",4,"62-05",2,NA,"","7",204.25,62,5
"366-73-02",706,"sample","19-50-05","366",6,"73-02",2,2,"","19",250.25,73,2
"328-14-03",1082,"sample","2213","328",6,"14-03",3,2,"","7",250.25,14,3
"336-50-01",650,"sample","10-86-01","336",6,"50-01",2,1,"","7",204.25,50,1
"51-86-01",51,"sample","10-86-01","51",2,"86-01",1,1,"","10",204.25,86,1
"102-26-03",220,"sample","31-60-03","102",3,"26-03",3,1,"","7",204.25,26,3
"12-106-02",78,"sample","12-106-02","12",2,"106-02",3,1,"","24",204.25,106,2
"143-83-05",299,"sample","67-114-04","143",3,"83-05",3,1,"2nd envelope","7",204.25,83,5
"287-102-01",565,"sample","133-116-01","287",5,"102-01",1,1,"","7",204.25,102,1
"258-29-01",510,"sample","45-29-01","258",5,"29-01",1,1,"","7",204.25,29,1
"51-86-02",1037,"sample","10-86-01","51",2,"86-02",2,2,"coarse underfur","7",204.25,86,2
"335-38-02",647,"sample","13-27-05","335",6,"38-02",2,1,"","7",250.25,38,2
"94-71-01",1104,"sample","31-60-03","94",3,"71-01",2,3,"1st envelope","7",204.25,71,1
"371-101-06",716,"sample","67-114-04","371",6,"101-06",1,1,"","7",204.25,101,6
"171-35-02",347,"sample","38-34-09","171",4,"35-02",1,1,"","7",204.25,35,2
"141-100-04",296,"sample","7-34-11","141",3,"100-04",3,1,"1st envelope","7",204.25,100,4
"375-72-07",724,"sample","10-86-01","375",2,"72-07",3,1,"","7",204.25,72,7
"303-21-08",1115,"sample","17-2-02","303",5,"21-08",2,3,"","7",204.25,21,8
"11-2-5",772,"sample","13-27-05","10",2,"5-Nov",4,1,"","7",250.25,5,NA
"24-66-03",24,"sample","24-66-03","24",1,"66-03",1,1,"2nd envelope","24",204.25,66,3
"112-29-01",235,"sample","45-29-01","112",3,"29-01",1,1,"","7",204.25,29,1
"396-113-02",758,"sample","0056","396",5,"113-02",2,1,"","7",250.25,113,2
"282-106-04",557,"sample","31-60-03","282",5,"106-04",1,1,"not bear? small bear?","7",204.25,106,4
"390-83-01",749,"sample","67-114-04","390",3,"83-01",3,1,"1st envelope","7",204.25,83,1
"191-5-01",389,"sample","12-106-02","191",4,"5-01",2,1,"2nd envelope","7",204.25,5,1
"342-11-02",662,"sample","13-27-05","342",6,"11-02",1,1,"1st envelope","7",250.25,11,2
"352-67-03",678,"sample","7-34-11","352",6,"67-03",1,1,"","7",204.25,67,3
"49-20-03",49,"sample","49-20-03","49",2,"20-03",1,1,"1st envelope","24",250.25,20,3
"56-28-01",56,"sample","56-28-01","56",2,"28-01",1,1,"","24",204.25,28,1
"32-59-01",32,"sample","12-106-02","32",2,"59-01",1,1,"1st envelope","12",204.25,59,1
"277-120-06",546,"sample","0056","277",5,"120-06",1,1,"1st envelope","7",250.25,120,6
"11-3-1",787,"sample","13-27-05","26",3,"11-01",4,1,"","7",250.25,11,1
"60-16-02",60,"sample","13-27-05","60",2,"16-02",1,1,"","12",250.25,16,2
"78-72-03",170,"sample","10-86-01","78",2,"72-03",3,1,"coarse underfur, 1st envelope","7",204.25,72,3
"134-115-01",281,"sample","50-50-01","134",3,"115-01",1,1,"","7",204.25,115,1
"388-90-10",747,"sample","25-55-01","388",2,"90-10",3,1,"","7",204.25,90,10
"50-5-5",936,"sample","19-50-05","184",5,"50-05",4,1,"","7",250.25,50,5
"319-46-08",617,"sample","2213","319",6,"46-08",3,1,"","7",250.25,46,8
"135-108-04",284,"sample","135-108-03","135",3,"108-04",3,1,"1st envelope","8",250.25,108,4
"39-36-01",111,"sample","12-106-02","39",2,"36-01",3,1,"1st envelope","7",204.25,36,1
"67-5-4",777,"sample","7-34-11","15",5,"67-04",4,1,"2nd envelope","7",204.25,67,4
"31-60-03",31,"sample","31-60-03","31",2,"60-03",1,1,"2nd envelope","24",204.25,60,3
"106-5-8",766,"sample","12-106-02","3",5,"106-08",4,1,"","7",204.25,106,8
"187-86-06",380,"sample","10-86-01","187",4,"86-06",3,1,"1st envelope","7",204.25,86,6
"363-84-01",701,"sample","10-86-01","363",6,"84-01",1,1,"","7",204.25,84,1
"213-109-05",426,"sample","72-119-02","213",4,"109-05",1,1,"","7",204.25,109,5
"380-120-07",731,"sample","0056","380",1,"120-07",2,1,"","7",250.25,120,7
"92-83-09",198,"sample","67-114-04","92",3,"83-09",3,1,"2nd envelope","7",204.25,83,9
"368-93-02",709,"sample","67-114-04","368",6,"93-02",2,NA,"2nd envelope","7",204.25,93,2
"334-27-03",1084,"sample","13-27-05","334",6,"27-03",3,2,"","7",250.25,27,3
"102-26-02",219,"sample","2213","102",3,"26-02",2,1,"","7",250.25,26,2
"62-1-01",62,"sample","31-60-03","62",2,"1-01",1,1,"blondish","11",204.25,1,1
"221-100-05",443,"sample","7-34-11","221",4,"100-05",2,1,"","7",204.25,100,5
"236-78-03",471,"sample","25-55-01","236",4,"78-03",2,1,"1st envelope","7",204.25,78,3
"71-6-2",903,"sample","2213","149",6,"71-02",4,1,"","7",250.25,71,2
"45-5-1",940,"sample","35-69-01","188",5,"45-01",4,1,"","7",250.25,45,1
"257-39-02",508,"sample","13-27-05","257",5,"39-02",2,3,"","7",250.25,39,2
"77-60-02",166,"sample","3002","77",4,"60-02",2,1,"1st envelope","7",250.25,60,2
"342-11-01",664,"sample","12-106-02","342",6,"11-01",3,1,"","7",204.25,11,1
"38-34-09",1034,"sample","38-34-09","38",2,"34-09",2,2,"2nd envelope","7",204.25,34,9
"173-32-05",352,"sample","17-2-02","173",4,"32-05",1,1,"","7",204.25,32,5
"10-5-3",848,"sample","12-106-02","90",5,"10-03",4,1,"some underfur left","7",204.25,10,3
"261-28-03",517,"sample","13-27-05","261",5,"28-03",3,1,"","7",250.25,28,3
"169-26-03",344,"sample","2213","169",4,"26-03",2,1,"","7",250.25,26,3
"244-33-06",487,"sample","2213","244",5,"33-06",3,1,"1st envelope","7",250.25,33,6
"19-50-07",19,"sample","10-86-01","19",4,"50-07",2,1,"","10",204.25,50,7
"58-18-02",58,"sample","56-28-01","58",2,"18-02",1,1,"","11",204.25,18,2
"11-75-01",76,"sample","10-86-01","11",1,"75-01",3,1,"","11",204.25,75,1
"392-71-01",753,"sample","67-114-04","392",4,"71-01",2,1,"","7",204.25,71,1
"226-95-02",452,"sample","31-60-03","226",4,"95-02",2,2,"","7",204.25,95,2
"99-2-7",901,"sample","12-106-02","147",2,"99-07",4,1,"1st envelope","7",204.25,99,7
"28-4-3",862,"sample","13-27-05","106",4,"28-03",4,1,"1st envelope","7",250.25,28,3
"180-38-02",369,"sample","13-27-05","180",4,"38-02",3,1,"","7",250.25,38,2
"301-14-01",589,"sample","2213","301",6,"14-01",2,1,"","7",250.25,14,1
"230-53-01",460,"sample","24-66-03","230",4,"53-01",1,1,"1st envelope","7",204.25,53,1
"96-46-05",206,"sample","31-60-03","96",3,"46-05",2,1,"1st envelope","7",204.25,46,5
"42-24-03",113,"sample","2213","42",2,"24-03",3,1,"2nd envelop","7",250.25,24,3
"56-28-02",128,"sample","56-28-01","56",2,"28-02",2,1,"","7",204.25,28,2
"60-6-2",987,"sample","2213","237",6,"60-02",4,2,"","7",250.25,60,2
"69-98-05",148,"sample","12-106-02","69",2,"98-05",2,1,"1st envelope","7",204.25,98,5
"225-94-03",451,"sample","67-114-04","225",4,"94-03",2,1,"3rd envelope","7",204.25,94,3
"41-26-05",41,"sample","41-26-05","41",2,"26-05",1,1,"","24",204.25,26,5
"276-121-04",545,"sample","276-121-04","276",5,"121-04",1,1,"","24",204.25,121,4
"341-4-02",660,"sample","12-106-02","341",6,"4-02",1,1,"","7",204.25,4,2
"100-1-9",924,"sample","23-100-05","172",1,"100-09",4,1,"2nd envelope","7",204.25,100,9
"343-17-01",666,"sample","13-27-05","343",6,"17-01",3,1,"","7",250.25,17,1
"118-28-03",247,"sample","13-27-05","118",3,"28-03",2,1,"","7",250.25,28,3
"132-104-02",277,"sample","0056","132",3,"104-02",1,1,"1st envelope","8",250.25,104,2
"36-3-8",776,"sample","2213","14",3,"36-08",4,1,"1st envelope","7",250.25,36,8
"10-2-9",857,"sample","13-27-05","101",2,"9-Oct",4,1,"","7",250.25,9,NA
"30-120-03",96,"sample","30-120-03","30",6,"120-03",3,1,"uf left","24",250.25,120,3
"260-51-01",512,"sample","19-50-05","260",5,"51-01",1,1,"","7",250.25,51,1
"320-33-01",618,"sample","2213","320",6,"33-01",1,1,"","7",250.25,33,1
"28-3-2",872,"sample","13-27-05","117",3,"28-02",4,1,"coarse underfur, 1st envelope","7",250.25,28,2
"36-57-01",36,"sample","35-69-01","36",2,"57-01",1,1,"","12",250.25,57,1
"99-45-02",215,"sample","97-69-05","99",3,"45-02",3,1,"","7",204.25,45,2
"2-2-4",925,"sample","31-60-03","173",2,"02-04",4,1,"1st envelope","7",204.25,2,4
"45-4-5",1006,"sample","35-69-01","256",4,"45-05",4,2,"","7",250.25,45,5
"182-23-01",372,"sample","25-55-01","182",5,"23-01",3,1,"","7",204.25,23,1
"11-3-4",842,"sample","13-27-05","83",3,"11-04",4,1,"","7",250.25,11,4
"353-33-01",682,"sample","7-34-11","353",4,"33-01",3,1,"","7",204.25,33,1
"220-102-01",439,"sample","133-116-01","220",4,"102-01",1,1,"1st envelope","7",204.25,102,1
"98-2-6",870,"sample","12-106-02","115",2,"98-06",4,1,"1st envelope","7",204.25,98,6
"292-114-04",572,"sample","171-105-09","292",6,"114-04",2,1,"","7",204.25,114,4
"75-4-12",931,"sample","12-106-02","179",4,"75-12",4,1,"1st envelope","7",204.25,75,12
"33-3-7",905,"sample","31-60-03","151",3,"33-07",4,1,"","7",204.25,33,7
"162-71-05",330,"sample","3002","162",4,"71-05",1,1,"","7",250.25,71,5
"1-69-01",1,"sample","35-69-01","1",1,"69-01",1,1,"","11",250.25,69,1
"46-3-1",1001,"sample","31-60-03","251",3,"46-01",4,2,"1st envelope","7",204.25,46,1
"125-5-03",264,"sample","12-106-02","125",3,"5-03",1,1,"","7",204.25,5,3
"15-2-1",937,"sample","13-27-05","185",2,"15-01",4,1,"coarse underfur","7",250.25,15,1
"119-4-4",846,"sample","72-119-02","88",4,"119-04",4,1,"2nd envelope","7",204.25,119,4
"263-49-02",520,"sample","13-27-05","263",5,"49-02",2,1,"maybe not bear?","7",250.25,49,2
"249-35-01",496,"sample","2213","249",5,"35-01",1,1,"","7",250.25,35,1
"86-56-06",186,"sample","25-55-01","86",2,"56-06",1,1,"uf left","7",204.25,56,6
"245-15-03",488,"sample","13-27-05","245",5,"15-03",1,1,"","7",250.25,15,3
"126-4-05",267,"sample","12-106-02","126",3,"4-05",2,1,"","7",204.25,4,5
"40-35-04",40,"sample","2213","40",2,"35-04",1,1,"","12",250.25,35,4
"294-72-01",1076,"sample","3002","294",5,"72-01",2,2,"","7",250.25,72,1
"158-55-06",325,"sample","25-55-01","158",3,"55-06",1,1,"","7",204.25,55,6
"316-60-03",610,"sample","3002","316",6,"60-03",1,1,"","7",250.25,60,3
"321-34-01",621,"sample","2213","321",6,"34-01",1,1,"","7",250.25,34,1
"180-38-03",367,"sample","13-27-05","180",4,"38-03",1,1,"2nd envelope","7",250.25,38,3
"99-45-01",214,"sample","35-69-01","99",3,"45-01",2,1,"uf left","7",250.25,45,1
"205-104-02",412,"sample","67-114-04","205",4,"104-02",2,1,"","7",204.25,104,2
"165-46-09",334,"sample","67-114-04","165",4,"46-09",1,1,"","7",204.25,46,9
"231-67-02",463,"sample","25-55-01","231",4,"67-02",2,1,"1st envelope","7",204.25,67,2
"252-4-03",501,"sample","12-106-02","252",5,"4-03",3,1,"","7",204.25,4,3
"153-90-03",314,"sample","25-55-01","153",3,"90-03",1,1,"1st envelope","7",204.25,90,3
"296-94-01",1114,"sample","67-114-04","296",5,"94-01",2,3,"","7",204.25,94,1
"71-5-3",775,"sample","2213","13",5,"71-03",4,1,"","7",250.25,71,3
"67-6-1",858,"sample","7-34-11","102",6,"67-01",4,1,"","7",204.25,67,1
"330-75-03",637,"sample","12-106-02","330",2,"75-03",3,1,"","7",204.25,75,3
"150-113-04",311,"sample","0056","150",4,"113-04",3,NA,"","7",250.25,113,4
"199-2-01",401,"sample","12-106-02","199",4,"2-01",1,1,"","7",204.25,2,1
"121-6-5",911,"sample","276-121-04","158",6,"121-05",4,1,"","7",204.25,121,5
"50-50-01",50,"sample","50-50-01","50",2,"50-01",1,1,"","24",204.25,50,1
"34-2-7",1012,"sample","3002","262",2,"34-07",4,2,"","7",250.25,34,7
"34-5-4",952,"sample","31-60-03","201",5,"34-04",4,1,"","7",204.25,34,4
"116-62-01",242,"sample","12-106-02","116",3,"62-01",1,1,"","7",204.25,62,1
"67-6-2",802,"sample","7-34-11","42",6,"67-02",4,1,"1st envelope","7",204.25,67,2
"122-15-09",256,"sample","13-27-05","122",2,"15-09",2,1,"1st envelope","7",250.25,15,9
"11-75-04",11,"sample","10-86-01","11",1,"75-04",1,1,"","12",204.25,75,4
"120-1-1",885,"sample","0056","130",1,"120-01",4,1,"1st envelope","7",250.25,120,1
"162-71-03",1050,"sample","2213","162",4,"71-03",3,2,"","7",250.25,71,3
"86-6-1",1005,"sample","13-27-05","255",6,"86-01",4,2,"","7",250.25,86,1
"286-99-03",563,"sample","6-87-08","286",5,"99-03",2,1,"","7",250.25,99,3
"155-22-04",320,"sample","17-2-02","155",4,"22-04",3,1,"","7",204.25,22,4
"306-91-01",596,"sample","7-34-11","306",5,"91-01",2,1,"2nd envelope","7",204.25,91,1
"67-114-04",67,"sample","67-114-04","67",2,"114-04",1,1,"","24",204.25,114,4
"83-21-01",1102,"sample","31-60-03","83",2,"21-01",2,3,"","7",204.25,21,1
"62-1-03",139,"sample","31-60-03","62",2,"1-03",2,1,"1st envelope","7",204.25,1,3
"17-2-03",85,"sample","12-106-02","17",1,"2-03",3,1,"1st envelope","12",204.25,2,3
"84-66-01",182,"sample","84-66-02","84",2,"66-01",3,1,"","7",250.25,66,1
"60-2-4",839,"sample","31-60-03","80",2,"60-04",4,1,"","7",204.25,60,4
"78-72-05",168,"sample","78-72-05","78",2,"72-05",1,1,"1st envelope","24",204.25,72,5
"141-100-01",295,"sample","7-34-11","141",3,"100-01",2,1,"","7",204.25,100,1
"206-115-01",415,"sample","171-105-09","206",4,"115-01",2,1,"","7",204.25,115,1
"355-91-03",686,"sample","25-55-01","355",6,"91-03",3,1,"","7",204.25,91,3
"103-5-11",800,"sample","0056","40",5,"103-11",4,1,"","7",250.25,103,11
"303-21-04",592,"sample","17-2-02","303",5,"21-04",1,1,"","7",204.25,21,4
"388-90-06",746,"sample","25-55-01","388",2,"90-06",1,1,"","7",204.25,90,6
"121-22-01",254,"sample","31-60-03","121",3,"22-01",1,1,"2nd envelope","7",204.25,22,1
"194-16-01",393,"sample","13-27-05","194",4,"16-01",3,1,"coarse underfur","7",250.25,16,1
"369-92-01",712,"sample","67-114-04","369",6,"92-01",2,1,"","7",204.25,92,1
"260-62-03",514,"sample","10-86-01","260",5,"62-03",3,1,"75-2 is inthis bundle","7",204.25,62,3
"329-99-05",635,"sample","12-106-02","329",2,"99-05",2,3,"","7",204.25,99,5
"71-4-2",910,"sample","2213","157",4,"71-02",4,1,"","7",250.25,71,2
"170-36-02",1052,"sample","67-114-04","170",4,"36-02",3,2,"","7",204.25,36,2
"370-102-03",714,"sample","0056","370",6,"102-03",2,1,"1st envelope","7",250.25,102,3
"203-113-03",1062,"sample","0056","203",4,"113-03",3,2,"","7",250.25,113,3
"355-91-01",685,"sample","25-55-01","355",6,"91-01",2,1,"","7",204.25,91,1
"65-10-01",143,"sample","13-27-05","65",2,"10-01",2,1,"","7",250.25,10,1
"66-120-01",66,"sample","0056","66",2,"120-01",1,1,"1st envelope","11",250.25,120,1
"120-18-01",251,"sample","13-27-05","120",3,"18-01",1,1,"","7",250.25,18,1
"85-41-03",184,"sample","25-55-01","85",2,"41-03",2,1,"1st envelope","7",204.25,41,3
