"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"272-2-02",536,"sample","12-106-02","272",5,"2-02",1,1,"","7",204.25,2,2
"6-87-08",6,"sample","6-87-08","6",1,"87-08",2,NA,"1st envelope in group","7",250.25,87,8
"286-99-04",562,"sample","6-87-08","286",5,"99-04",1,1,"1st envelope","7",250.25,99,4
"252-4-03",501,"sample","12-106-02","252",5,"4-03",3,1,"","7",204.25,4,3
"22-3-6",810,"sample","31-60-03","50",3,"22-06",4,1,"1st envelope","7",204.25,22,6
"123-2-03",258,"sample","12-106-02","123",3,"2-03",1,1,"","7",204.25,2,3
"355-91-02",684,"sample","25-55-01","355",6,"91-02",1,1,"","7",204.25,91,2
"81-95-02",176,"sample","31-60-03","81",2,"95-02",2,1,"maybe not bear? blondy red","7",204.25,95,2
"121-6-1",970,"sample","276-121-04","219",6,"121-01",4,1,"1st envelope","7",204.25,121,1
"222-85-03",446,"sample","10-86-01","222",4,"85-03",2,1,"","7",204.25,85,3
"26-1-23",797,"sample","2213","36",1,"26-23",4,1,"","7",250.25,26,23
"100-1-11",917,"sample","23-100-05","164",1,"100-11",4,1,"","7",204.25,100,11
"249-36-09",1066,"sample","3002","249",2,"36-09",3,2,"","7",250.25,36,9
"274-10-02",542,"sample","12-106-02","274",5,"10-02",2,1,"","7",204.25,10,2
"149-46-03",310,"sample","2213","149",5,"46-03",3,1,"1st envelope","7",250.25,46,3
"241-71-04",480,"sample","2213","241",5,"71-04",1,1,"","7",250.25,71,4
"202-120-11",406,"sample","67-114-04","202",4,"120-11",1,1,"","7",204.25,120,11
"27-4-11",816,"sample","13-27-05","56",4,"27-11",4,1,"","7",250.25,27,11
"97-69-05",208,"sample","97-69-05","97",3,"69-05",1,1,"","24",204.25,69,5
"213-109-03",428,"sample","72-119-02","213",4,"109-03",3,1,"","7",204.25,109,3
"26-1-3",799,"sample","3002","39",1,"26-03",4,1,"1st envelope","7",250.25,26,3
"359-42-01",695,"sample","17-2-02","359",6,"42-01",3,1,"","7",204.25,42,1
"253-11-03",503,"sample","12-106-02","253",5,"11-03",3,1,"","7",204.25,11,3
"18-3-4",1010,"sample","13-27-05","260",3,"18-04",4,2,"","7",250.25,18,4
"89-5-5",964,"sample","7-34-11","213",5,"89-05",4,1,"1st envelope","7",204.25,89,5
"335-38-01",646,"sample","13-27-05","335",6,"38-01",1,1,"","7",250.25,38,1
"62-2-8",773,"sample","50-50-01","11",2,"62-08",4,1,"1st envelope","7",204.25,62,8
"90-88-01",194,"sample","25-55-01","90",2,"88-01",1,1,"1st envelope","7",204.25,88,1
"144-85-05",300,"sample","10-86-01","144",3,"85-05",1,1,"2nd envelope","7",204.25,85,5
"350-10-02",676,"sample","13-27-05","350",6,"10-02",2,1,"","7",250.25,10,2
"100-1-8",820,"sample","23-100-05","60",1,"100-08",4,1,"","7",204.25,100,8
"258-29-01",510,"sample","45-29-01","258",5,"29-01",1,1,"","7",204.25,29,1
"116-62-02",1045,"sample","10-86-01","116",3,"62-02",3,2,"","7",204.25,62,2
"315-75-03",1078,"sample","10-86-01","315",3,"75-03",2,2,"","7",204.25,75,3
"87-77-05",188,"sample","25-55-01","87",2,"77-05",1,1,"","7",204.25,77,5
"304-53-01",593,"sample","24-66-03","304",5,"53-01",1,1,"","7",204.25,53,1
"167-14-03",339,"sample","2213","167",4,"14-03",1,1,"","7",250.25,14,3
"289-100-01",567,"sample","7-34-11","289",5,"100-01",1,1,"1st envelope","7",204.25,100,1
"210-106-02",422,"sample","12-106-02","210",5,"106-02",3,1,"1st envelope","7",204.25,106,2
"138-106-02",289,"sample","67-114-04","138",3,"106-02",1,1,"1st envelope","7",204.25,106,2
"261-28-01",515,"sample","13-27-05","261",5,"28-01",1,1,"","7",250.25,28,1
"12-62-04",12,"sample","10-86-01","12",1,"62-04",1,1,"","12",204.25,62,4
"354-26-16",683,"sample","2213","354",1,"26-16",3,1,"","7",250.25,26,16
"17-2-02",17,"sample","17-2-02","17",1,"2-02",1,1,"1st envelope","24",204.25,2,2
"17-2-01",84,"sample","17-2-02","17",1,"2-01",2,1,"1st envelope","12",204.25,2,1
"346-23-02",668,"sample","121-22-04","346",6,"23-02",1,1,"","7",250.25,23,2
"186-75-04",1055,"sample","12-106-02","186",4,"75-04",2,2,"","7",204.25,75,4
"292-114-04",572,"sample","171-105-09","292",6,"114-04",2,1,"","7",204.25,114,4
"26-1-26",793,"sample","2213","32",1,"26-26",4,1,"1st envelope","7",250.25,26,26
"69-4-5",821,"sample","97-69-05","61",4,"69-05",4,1,"","7",204.25,69,5
"100-3-3",994,"sample","7-34-11","244",3,"100-03",4,2,"","7",204.25,100,3
"120-5-2",941,"sample","0056","189",5,"120-02",4,1,"coarse underfur","7",250.25,120,2
"3-14-10",3,"sample","2213","3",1,"14-10",1,1,"","24",250.25,14,10
"201-108-02",1061,"sample","135-108-03","201",3,"108-02",3,2,"","7",250.25,108,2
"267-75-01",527,"sample","12-106-02","267",5,"75-01",3,1,"","7",204.25,75,1
"67-114-04",67,"sample","67-114-04","67",2,"114-04",1,1,"","24",204.25,114,4
"16-2-12",960,"sample","13-27-05","209",2,"16-12",4,1,"","7",250.25,16,12
"42-24-01",42,"sample","2213","42",2,"24-01",1,1,"2nd envelope","12",250.25,24,1
"86-56-03",187,"sample","35-69-01","86",2,"56-03",2,1,"","7",250.25,56,3
"347-22-06",670,"sample","12-106-02","347",6,"22-06",2,1,"","7",204.25,22,6
"294-72-01",1076,"sample","3002","294",5,"72-01",2,2,"","7",250.25,72,1
"164-48-02",333,"sample","31-60-03","164",4,"48-02",1,1,"1st envelope","7",204.25,48,2
"98-26-02",212,"sample","41-26-05","98",2,"26-02",3,1,"","7",204.25,26,2
"106-5-8",766,"sample","12-106-02","3",5,"106-08",4,1,"","7",204.25,106,8
"115-74-02",240,"sample","10-86-01","115",3,"74-02",1,1,"","7",204.25,74,2
"34-2-2",838,"sample","2213","79",2,"34-02",4,1,"1st envelope","7",250.25,34,2
"141-100-01",295,"sample","7-34-11","141",3,"100-01",2,1,"","7",204.25,100,1
"81-95-01",175,"sample","31-60-03","81",2,"95-01",1,1,"","7",204.25,95,1
"235-77-01",468,"sample","235-77-01","235",4,"77-01",1,1,"2nd envelope","24",250.25,77,1
"221-100-05",443,"sample","7-34-11","221",4,"100-05",2,1,"","7",204.25,100,5
"11-3-1",787,"sample","13-27-05","26",3,"11-01",4,1,"","7",250.25,11,1
"98-2-6",870,"sample","12-106-02","115",2,"98-06",4,1,"1st envelope","7",204.25,98,6
"356-53-05",688,"sample","17-2-02","356",6,"53-05",2,1,"","7",204.25,53,5
"386-72-08",743,"sample","78-72-05","386",2,"72-08",3,1,"1st envelope","7",204.25,72,8
"55-3-5",969,"sample","24-66-03","218",3,"55-05",4,1,"","7",204.25,55,5
"28-4-3",862,"sample","13-27-05","106",4,"28-03",4,1,"1st envelope","7",250.25,28,3
"236-78-02",470,"sample","25-55-01","236",4,"78-02",1,1,"","7",204.25,78,2
"381-22-05",734,"sample","12-106-02","381",6,"22-05",2,1,"1st envelope","7",204.25,22,5
"222-85-02",445,"sample","10-86-01","222",4,"85-02",1,1,"","7",204.25,85,2
"171-105-09",349,"sample","171-105-09","171",4,"105-09",3,1,"","24",204.25,105,9
"372-100-01",717,"sample","25-55-01","372",6,"100-01",1,1,"","7",204.25,100,1
"129-11-03",270,"sample","13-27-05","129",3,"11-03",2,1,"","7",250.25,11,3
"369-92-01",712,"sample","67-114-04","369",6,"92-01",2,1,"","7",204.25,92,1
"247-24-03",491,"sample","2213","247",5,"24-03",1,1,"","7",250.25,24,3
"9-16-04",74,"sample","13-27-05","9",4,"16-04",2,1,"","12",250.25,16,4
"172-34-13",350,"sample","2213","172",4,"34-13",1,1,"34-1 is in this bundle too","7",250.25,34,13
"146-96-03",305,"sample","31-60-03","146",3,"96-03",2,1,"not bear?","7",204.25,96,3
"39-5-4",989,"sample","13-27-05","239",5,"39-04",4,2,"","7",250.25,39,4
"277-120-07",547,"sample","0056","277",5,"120-07",2,1,"1st envelope","7",250.25,120,7
"399-42-03",1096,"sample","7-34-11","399",5,"42-03",1,2,"1st envelope","7",204.25,42,3
"343-17-01",666,"sample","13-27-05","343",6,"17-01",3,1,"","7",250.25,17,1
"75-4-10",956,"sample","12-106-02","205",4,"75-10",4,1,"1st envelope","7",204.25,75,10
"10-2-12",938,"sample","13-27-05","186",2,"12-Oct",4,1,"","7",250.25,12,NA
"191-5-02",388,"sample","12-106-02","191",4,"5-02",1,1,"","7",204.25,5,2
"35-2-8",847,"sample","2213","89",2,"35-08",4,1,"weird coarse underfur","7",250.25,35,8
"15-2-2",874,"sample","13-27-05","119",2,"15-02",4,1,"","7",250.25,15,2
"243-45-03",485,"sample","35-69-01","243",5,"45-03",3,1,"","7",250.25,45,3
"56-75-02",129,"sample","12-106-02","56",6,"75-02",3,1,"","7",204.25,75,2
"107-33-02",228,"sample","31-60-03","107",3,"33-02",2,1,"","7",204.25,33,2
"142-14-05",1049,"sample","38-34-09","142",3,"14-05",3,2,"1st envelope","7",204.25,14,5
"15-4-2",796,"sample","13-27-05","35",4,"15-02",4,1,"","7",250.25,15,2
"200-10-05",403,"sample","13-27-05","200",4,"10-05",1,1,"","7",250.25,10,5
"230-53-01",460,"sample","24-66-03","230",4,"53-01",1,1,"1st envelope","7",204.25,53,1
"154-91-05",316,"sample","7-34-11","154",3,"91-05",1,1,"2nd envelope","7",204.25,91,5
"362-83-03",1118,"sample","19-50-05","362",6,"83-03",2,3,"","7",250.25,83,3
"394-10-01",755,"sample","13-27-05","394",4,"10-01",3,1,"","7",250.25,10,1
"387-83-05",744,"sample","12-106-02","387",2,"83-05",1,1,"1st envelope","7",204.25,83,5
"100-14-08",217,"sample","2213","100",3,"14-08",2,1,"mostly uf left, 1st envelope","8",250.25,14,8
"180-38-03",367,"sample","13-27-05","180",4,"38-03",1,1,"2nd envelope","7",250.25,38,3
"256-87-03",506,"sample","72-119-02","256",5,"87-03",1,1,"","7",204.25,87,3
"204-114-01",409,"sample","0056","204",4,"114-01",1,1,"1st envelope","7",250.25,114,1
"377-120-04",729,"sample","377-120-04","377",6,"120-04",3,1,"1st envelope","24",250.25,120,4
"175-20-02",357,"sample","175-20-02","175",4,"20-02",1,1,"","7",204.25,20,2
"60-4-5",855,"sample","7-34-11","97",4,"60-05",4,1,"","7",204.25,60,5
"327-15-02",632,"sample","2213","327",6,"15-02",2,1,"","7",250.25,15,2
"62-1-03",139,"sample","31-60-03","62",2,"1-03",2,1,"1st envelope","7",204.25,1,3
"8-92-04",72,"sample","0056","8",3,"92-04",2,1,"","24",250.25,92,4
"79-84-03",172,"sample","50-50-01","79",2,"84-03",3,1,"","7",204.25,84,3
"36-3-2",988,"sample","2213","238",3,"36-02",4,2,"1st envelope","7",250.25,36,2
"46-6-3",778,"sample","2213","16",6,"46-03",4,1,"1st envelope","7",250.25,46,3
"191-27-02",1056,"sample","13-27-05","191",3,"27-02",3,2,"","7",250.25,27,2
"67-114-06",144,"sample","67-114-04","67",2,"114-06",2,1,"1st envelope","7",204.25,114,6
"381-92-07",735,"sample","0056","381",3,"92-07",3,1,"1st envelope","7",250.25,92,7
"373-99-02",720,"sample","13-27-05","373",6,"99-02",2,1,"","7",250.25,99,2
"184-81-04",375,"sample","0056","184",4,"81-04",2,1,"only uf left, 1st envelope","7",250.25,81,4
"62-4-4",975,"sample","12-106-02","225",4,"62-04",4,1,"1st envelope","7",204.25,62,4
"335-38-02",647,"sample","13-27-05","335",6,"38-02",2,1,"","7",250.25,38,2
"323-35-02",626,"sample","2213","323",6,"35-02",2,1,"","7",250.25,35,2
"288-101-04",566,"sample","67-114-04","288",5,"101-04",1,1,"","7",204.25,101,4
"375-104-01",723,"sample","0056","375",6,"104-01",1,1,"2nd envelope","7",250.25,104,1
"368-93-01",710,"sample","67-114-04","368",6,"93-01",3,1,"1st envelope","7",204.25,93,1
"100-1-9",924,"sample","23-100-05","172",1,"100-09",4,1,"2nd envelope","7",204.25,100,9
"332-62-02",639,"sample","12-106-02","332",6,"62-02",1,1,"","7",204.25,62,2
"34-2-11",906,"sample","2213","153",2,"34-11",4,1,"1st envelope","7",250.25,34,11
"14-1-5",927,"sample","2213","175",1,"14-05",4,1,"","7",250.25,14,5
"2-71-01",2,"sample","2213","2",1,"71-01",1,1,"2nd envelope in group","12",250.25,71,1
"62-4-9",811,"sample","12-106-02","51",4,"62-09",4,1,"","7",204.25,62,9
"83-21-01",1102,"sample","31-60-03","83",2,"21-01",2,3,"","7",204.25,21,1
"128-16-02",269,"sample","13-27-05","128",3,"16-02",1,1,"","7",250.25,16,2
"74-106-04",159,"sample","12-106-02","74",2,"106-04",1,1,"1st envelope","7",204.25,106,4
"35-2-2",1027,"sample","2213","278",2,"35-02",4,2,"coarse underfur, tiny roots","7",250.25,35,2
"56-2-2",824,"sample","25-55-01","64",2,"56-02",4,1,"1st envelope","7",204.25,56,2
"359-42-02",694,"sample","17-2-02","359",6,"42-02",1,1,"coarse underfur, 1st envelope","7",204.25,42,2
"251-5-03",498,"sample","12-106-02","251",5,"5-03",1,1,"1st envelope","7",204.25,5,3
"99-2-4",783,"sample","12-106-02","22",2,"99-04",4,1,"1st envelope","7",204.25,99,4
"224-72-07",449,"sample","10-86-01","224",4,"72-07",1,1,"","7",204.25,72,7
"191-5-01",389,"sample","12-106-02","191",4,"5-01",2,1,"2nd envelope","7",204.25,5,1
"102-6-2",991,"sample","0056","241",6,"102-02",4,2,"","7",250.25,102,2
"126-4-02",266,"sample","12-106-02","126",3,"4-02",1,1,"1st envelope","7",204.25,4,2
"341-4-02",660,"sample","12-106-02","341",6,"4-02",1,1,"","7",204.25,4,2
"153-90-02",315,"sample","25-55-01","153",3,"90-02",2,1,"uf left mostly","7",204.25,90,2
"148-83-02",308,"sample","67-114-04","148",3,"83-02",2,NA,"","7",204.25,83,2
"16-96-03",83,"sample","12-106-02","16",2,"96-03",3,1,"","11",204.25,96,3
"185-114-05",377,"sample","67-114-04","185",2,"114-05",3,1,"1st envelope","7",204.25,114,5
"270-22-05",533,"sample","25-55-01","270",5,"22-05",3,1,"","7",204.25,22,5
"100-3-6",912,"sample","7-34-11","159",3,"100-06",4,1,"","7",204.25,100,6
"28-89-01",28,"sample","25-55-01","28",1,"89-01",1,1,"1st envelope","12",204.25,89,1
"60-16-06",136,"sample","13-27-05","60",2,"16-06",3,1,"","7",250.25,16,6
"46-6-5",1015,"sample","2213","266",6,"46-05",4,2,"","7",250.25,46,5
"232-91-02",464,"sample","25-55-01","232",4,"91-02",1,1,"91-1 is in this bundle","7",204.25,91,2
"206-115-03",414,"sample","171-105-09","206",3,"115-03",1,1,"","7",204.25,115,3
"94-71-04",201,"sample","67-114-04","94",3,"71-04",1,1,"","7",204.25,71,4
"218-93-02",434,"sample","67-114-04","218",4,"93-02",2,1,"","7",204.25,93,2
"165-46-02",336,"sample","67-114-04","165",4,"46-02",3,1,"1st envelope","7",204.25,46,2
"33-5-1",770,"sample","7-34-11","7",5,"33-01",4,1,"","7",204.25,33,1
"29-4-2",966,"sample","45-29-01","215",4,"29-02",4,1,"","7",204.25,29,2
"75-4-6",806,"sample","12-106-02","46",4,"75-06",4,1,"1st envelope","7",204.25,75,6
"26-1-9",892,"sample","3002","137",1,"26-09",4,1,"","7",250.25,26,9
"189-27-08",385,"sample","13-27-05","189",4,"27-08",3,1,"","7",250.25,27,8
"86-1-4",865,"sample","10-86-01","109",1,"86-04",4,1,"1st envelope","7",204.25,86,4
"276-121-04",545,"sample","276-121-04","276",5,"121-04",1,1,"","24",204.25,121,4
"298-83-01",583,"sample","12-106-02","298",5,"83-01",2,1,"","7",204.25,83,1
"163-59-02",331,"sample","2213","163",4,"59-02",1,1,"","7",250.25,59,2
"139-93-01",291,"sample","30-120-03","139",3,"93-01",1,1,"coarse underfur, 1st envelope","7",250.25,93,1
"97-69-03",209,"sample","97-69-05","97",3,"69-03",3,1,"uf left, 1st envelope","7",204.25,69,3
"119-4-1",790,"sample","72-119-02","29",4,"119-01",4,1,"","7",204.25,119,1
"117-50-03",245,"sample","19-50-05","117",3,"50-03",2,1,"","24",250.25,50,3
"71-108-01",151,"sample","67-114-04","71",2,"108-01",1,1,"1st envelope","7",204.25,108,1
"326-25-02",1081,"sample","2213","326",6,"25-02",3,2,"","7",250.25,25,2
"106-4-4",902,"sample","67-114-04","148",4,"106-04",4,1,"","7",204.25,106,4
"170-36-01",346,"sample","7-34-11","170",4,"36-01",1,1,"1st envelope","7",204.25,36,1
"206-115-01",415,"sample","171-105-09","206",4,"115-01",2,1,"","7",204.25,115,1
"62-3-3",768,"sample","12-106-02","5",3,"62-03",4,1,"","7",204.25,62,3
"37-16-05",109,"sample","13-27-05","37",2,"16-05",3,1,"","7",250.25,16,5
"44-14-04",44,"sample","2213","44",2,"14-04",1,1,"","12",250.25,14,4
"98-57-02",211,"sample","35-69-01","98",3,"57-02",2,1,"","7",250.25,57,2
"269-23-03",530,"sample","25-55-01","269",5,"23-03",1,1,"","7",204.25,23,3
"327-15-04",631,"sample","13-27-05","327",6,"15-04",1,1,"","7",250.25,15,4
"350-10-04",675,"sample","13-27-05","350",6,"10-04",1,1,"","7",250.25,10,4
"257-39-02",508,"sample","13-27-05","257",5,"39-02",2,3,"","7",250.25,39,2
"382-88-07",737,"sample","25-55-01","382",1,"88-07",3,1,"","7",204.25,88,7
"380-120-07",731,"sample","0056","380",1,"120-07",2,1,"","7",250.25,120,7
"296-22-05",579,"sample","31-60-03","296",3,"22-05",3,1,"maybe not bear?","7",204.25,22,5
"36-3-8",776,"sample","2213","14",3,"36-08",4,1,"1st envelope","7",250.25,36,8
"234-89-06",467,"sample","25-55-01","234",4,"89-06",3,1,"","7",204.25,89,6
"118-28-03",247,"sample","13-27-05","118",3,"28-03",2,1,"","7",250.25,28,3
"162-71-05",330,"sample","3002","162",4,"71-05",1,1,"","7",250.25,71,5
"89-67-02",192,"sample","25-55-01","89",2,"67-02",1,1,"1st envelope","7",204.25,67,2
"60-4-11",889,"sample","2213","134",4,"60-11",4,1,"","7",250.25,60,11
"34-46-02",106,"sample","31-60-03","34",2,"46-02",3,1,"","7",204.25,46,2
"99-2-1",939,"sample","12-106-02","187",2,"99-01",4,1,"","7",204.25,99,1
"197-22-06",398,"sample","17-2-02","197",4,"22-06",1,1,"1st envelope","7",204.25,22,6
"308-78-01",599,"sample","25-55-01","308",5,"78-01",1,1,"","7",204.25,78,1
"63-2-02",63,"sample","31-60-03","63",2,"2-02",1,1,"","11",204.25,2,2
"77-106-05",167,"sample","67-114-04","77",5,"106-05",3,1,"1st envelope","7",204.25,106,5
"64-4-4",976,"sample","6-87-08","226",4,"64-04",4,1,"","7",250.25,64,4
"182-23-01",372,"sample","25-55-01","182",5,"23-01",3,1,"","7",204.25,23,1
"132-104-02",277,"sample","0056","132",3,"104-02",1,1,"1st envelope","8",250.25,104,2
"67-6-1",858,"sample","7-34-11","102",6,"67-01",4,1,"","7",204.25,67,1
"328-14-03",1082,"sample","2213","328",6,"14-03",3,2,"","7",250.25,14,3
"28-3-2",872,"sample","13-27-05","117",3,"28-02",4,1,"coarse underfur, 1st envelope","7",250.25,28,2
"108-64-03",229,"sample","47-64-04","108",3,"64-03",1,1,"","7",250.25,64,3
"85-41-02",185,"sample","25-55-01","85",2,"41-02",3,1,"1st envelope","7",204.25,41,2
"244-33-05",486,"sample","31-60-03","244",5,"33-05",1,1,"","7",204.25,33,5
"163-59-03",332,"sample","31-60-03","163",4,"59-03",2,1,"","7",204.25,59,3
"332-62-01",640,"sample","12-106-02","332",6,"62-01",2,1,"","7",204.25,62,1
"53-74-01",53,"sample","10-86-01","53",2,"74-01",1,1,"","12",204.25,74,1
"46-87-01",118,"sample","12-106-02","46",2,"87-01",2,1,"coarse underfur","7",204.25,87,1
"320-33-02",619,"sample","2213","320",6,"33-02",2,1,"","7",250.25,33,2
"396-25-01",759,"sample","2213","396",6,"25-01",3,1,"","7",250.25,25,1
"338-75-01",1117,"sample","12-106-02","338",6,"75-01",2,3,"","7",204.25,75,1
"372-2-02",718,"sample","12-106-02","372",3,"2-02",3,1,"","7",204.25,2,2
"71-5-3",775,"sample","2213","13",5,"71-03",4,1,"","7",250.25,71,3
"96-46-05",206,"sample","31-60-03","96",3,"46-05",2,1,"1st envelope","7",204.25,46,5
"255-16-05",1068,"sample","12-106-02","255",5,"16-05",3,2,"","7",204.25,16,5
