"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"56-2-2",824,"sample","25-55-01","64",2,"56-02",4,1,"1st envelope","7",204.25,56,2
"342-11-02",662,"sample","13-27-05","342",6,"11-02",1,1,"1st envelope","7",250.25,11,2
"33-48-01",104,"sample","31-60-03","33",2,"48-01",2,1,"blonde underfur","7",204.25,48,1
"87-77-05",188,"sample","25-55-01","87",2,"77-05",1,1,"","7",204.25,77,5
"269-23-02",531,"sample","17-2-02","269",5,"23-02",2,1,"","7",204.25,23,2
"80-83-02",173,"sample","67-114-04","80",2,"83-02",1,1,"1st envelope","7",204.25,83,2
"305-42-05",594,"sample","7-34-11","305",5,"42-05",1,1,"","7",204.25,42,5
"346-23-02",668,"sample","121-22-04","346",6,"23-02",1,1,"","7",250.25,23,2
"396-113-02",758,"sample","0056","396",5,"113-02",2,1,"","7",250.25,113,2
"27-4-5",879,"sample","13-27-05","124",4,"27-05",4,1,"","7",250.25,27,5
"16-1-4",929,"sample","12-106-02","177",1,"16-04",4,1,"","7",204.25,16,4
"121-5-6",999,"sample","30-120-03","249",5,"121-06",4,2,"","7",250.25,121,6
"22-5-3",854,"sample","31-60-03","96",5,"22-03",4,1,"","7",204.25,22,3
"157-34-03",324,"sample","67-114-04","157",2,"34-03",3,1,"","10",204.25,34,3
"118-28-04",248,"sample","13-27-05","118",3,"28-04",3,1,"","7",250.25,28,4
"85-41-02",185,"sample","25-55-01","85",2,"41-02",3,1,"1st envelope","7",204.25,41,2
"305-42-04",1077,"sample","7-34-11","305",5,"42-04",2,2,"1st envelope","7",204.25,42,4
"100-1-4",767,"sample","23-100-05","4",1,"100-04",4,1,"1st envelope","7",204.25,100,4
"99-2-4",783,"sample","12-106-02","22",2,"99-04",4,1,"1st envelope","7",204.25,99,4
"241-71-02",481,"sample","2213","241",5,"71-02",2,1,"","7",250.25,71,2
"90-88-02",195,"sample","25-55-01","90",2,"88-02",3,1,"1st envelope","7",204.25,88,2
"390-83-08",748,"sample","67-114-04","390",3,"83-08",2,1,"","7",204.25,83,8
"46-87-04",46,"sample","10-86-01","46",2,"87-04",1,1,"","12",204.25,87,4
"170-36-01",346,"sample","7-34-11","170",4,"36-01",1,1,"1st envelope","7",204.25,36,1
"27-3-5",950,"sample","12-106-02","199",3,"27-05",4,1,"","7",204.25,27,5
"293-117-02",574,"sample","10-86-01","293",5,"117-02",1,1,"","7",204.25,117,2
"104-25-01",224,"sample","2213","104",3,"25-01",3,1,"","8",250.25,25,1
"150-113-04",311,"sample","0056","150",4,"113-04",3,NA,"","7",250.25,113,4
"101-15-02",218,"sample","13-27-05","101",3,"15-02",1,1,"","7",250.25,15,2
"118-28-06",246,"sample","13-27-05","118",3,"28-06",1,1,"","7",250.25,28,6
"42-6-3",916,"sample","7-34-11","163",6,"42-03",4,1,"1st envelope","7",204.25,42,3
"317-71-05",612,"sample","317-71-05","317",6,"71-05",1,1,"","24",204.25,71,5
"67-6-1",858,"sample","7-34-11","102",6,"67-01",4,1,"","7",204.25,67,1
"106-4-4",902,"sample","67-114-04","148",4,"106-04",4,1,"","7",204.25,106,4
"280-103-02",552,"sample","0056","280",5,"103-02",1,1,"1st envelope","7",250.25,103,2
"98-57-02",211,"sample","35-69-01","98",3,"57-02",2,1,"","7",250.25,57,2
"141-100-01",295,"sample","7-34-11","141",3,"100-01",2,1,"","7",204.25,100,1
"198-1-02",400,"sample","12-106-02","198",4,"1-02",1,1,"","7",204.25,1,2
"71-108-02",152,"sample","67-114-04","71",2,"108-02",3,1,"","7",204.25,108,2
"38-34-01",110,"sample","31-60-03","38",2,"34-01",3,1,"not sure about the roots on these hairs","7",204.25,34,1
"97-69-05",208,"sample","97-69-05","97",3,"69-05",1,1,"","24",204.25,69,5
"84-66-03",181,"sample","84-66-02","84",2,"66-03",2,1,"1st envelope","7",250.25,66,3
"101-6-4",894,"sample","67-114-04","139",6,"101-04",4,1,"","7",204.25,101,4
"63-2-03",1040,"sample","31-60-03","63",2,"2-03",3,2,"","7",204.25,2,3
"184-45-03",1054,"sample","2213","184",6,"45-03",3,2,"","7",250.25,45,3
"317-71-04",613,"sample","2213","317",6,"71-04",3,1,"","7",250.25,71,4
"327-15-02",632,"sample","2213","327",6,"15-02",2,1,"","7",250.25,15,2
"353-56-04",681,"sample","7-34-11","353",3,"56-04",2,1,"1st envelope","7",204.25,56,4
"67-114-04",67,"sample","67-114-04","67",2,"114-04",1,1,"","24",204.25,114,4
"180-38-01",368,"sample","13-27-05","180",4,"38-01",2,1,"","7",250.25,38,1
"22-5-1",1018,"sample","17-2-02","269",5,"22-01",4,2,"coarse underdfur","7",204.25,22,1
"253-11-03",503,"sample","12-106-02","253",5,"11-03",3,1,"","7",204.25,11,3
"100-1-3",779,"sample","23-100-05","17",1,"100-03",4,1,"1st envelope","7",204.25,100,3
"10-2-13",884,"sample","13-27-05","129",2,"13-Oct",4,1,"","7",250.25,13,NA
"350-10-04",675,"sample","13-27-05","350",6,"10-04",1,1,"","7",250.25,10,4
"103-36-07",1105,"sample","2213","103",3,"36-07",2,3,"","7",250.25,36,7
"250-34-05",497,"sample","31-60-03","250",5,"34-05",1,1,"","7",204.25,34,5
"42-24-01",42,"sample","2213","42",2,"24-01",1,1,"2nd envelope","12",250.25,24,1
"370-102-05",713,"sample","0056","370",6,"102-05",1,1,"","7",250.25,102,5
"329-99-05",635,"sample","12-106-02","329",2,"99-05",2,3,"","7",204.25,99,5
"20-120-09",20,"sample","0056","20",1,"120-09",2,3,"1st envelope","15",250.25,120,9
"399-42-03",1096,"sample","7-34-11","399",5,"42-03",1,2,"1st envelope","7",204.25,42,3
"262-34-06",518,"sample","67-114-04","262",5,"34-06",3,NA,"","7",204.25,34,6
"10-2-10",995,"sample","13-27-05","245",2,"10-Oct",4,2,"","7",250.25,10,NA
"11-3-1",787,"sample","13-27-05","26",3,"11-01",4,1,"","7",250.25,11,1
"319-46-01",616,"sample","2213","319",6,"46-01",1,1,"","7",250.25,46,1
"194-16-03",392,"sample","13-27-05","194",4,"16-03",1,1,"","7",250.25,16,3
"62-4-4",975,"sample","12-106-02","225",4,"62-04",4,1,"1st envelope","7",204.25,62,4
"84-66-01",182,"sample","84-66-02","84",2,"66-01",3,1,"","7",250.25,66,1
"26-67-01",26,"sample","25-55-01","26",1,"67-01",1,1,"1st envelope","12",204.25,67,1
"96-2-12",891,"sample","0056","136",2,"96-02",4,1,"","7",250.25,96,2
"18-3-4",1010,"sample","13-27-05","260",3,"18-04",4,2,"","7",250.25,18,4
"298-83-02",582,"sample","67-114-04","298",5,"83-02",1,1,"","7",204.25,83,2
"21-91-03",88,"sample","25-55-01","21",5,"91-03",2,1,"1st envelope","11",204.25,91,3
"26-1-13",792,"sample","2213","31",1,"26-13",4,1,"1st envelope","7",250.25,26,13
"35-2-1",1016,"sample","2213","267",2,"35-01",4,2,"","7",250.25,35,1
"355-91-02",684,"sample","25-55-01","355",6,"91-02",1,1,"","7",204.25,91,2
"338-75-05",653,"sample","12-106-02","338",6,"75-05",1,1,"","7",204.25,75,5
"373-99-02",720,"sample","13-27-05","373",6,"99-02",2,1,"","7",250.25,99,2
"158-55-06",325,"sample","25-55-01","158",3,"55-06",1,1,"","7",204.25,55,6
"338-75-01",1117,"sample","12-106-02","338",6,"75-01",2,3,"","7",204.25,75,1
"364-96-03",702,"sample","31-60-03","364",6,"96-03",1,1,"1st envelope","7",204.25,96,3
"62-3-3",768,"sample","12-106-02","5",3,"62-03",4,1,"","7",204.25,62,3
"28-89-03",1032,"sample","25-55-01","28",1,"89-03",2,2,"1st envelope","7",204.25,89,3
"372-2-02",718,"sample","12-106-02","372",3,"2-02",3,1,"","7",204.25,2,2
"36-3-2",988,"sample","2213","238",3,"36-02",4,2,"1st envelope","7",250.25,36,2
"347-22-03",669,"sample","347-22-03","347",6,"22-03",1,1,"","24",250.25,22,3
"298-83-01",583,"sample","12-106-02","298",5,"83-01",2,1,"","7",204.25,83,1
"33-48-02",1033,"sample","31-60-03","33",2,"48-02",3,2,"1st envelope","7",204.25,48,2
"189-27-08",385,"sample","13-27-05","189",4,"27-08",3,1,"","7",250.25,27,8
"221-100-04",444,"sample","7-34-11","221",4,"100-04",3,1,"different ID in second spreadsheet - (10-4) (envelopes are 100-4), 2nd envelope","7",204.25,100,4
"102-6-2",991,"sample","0056","241",6,"102-02",4,2,"","7",250.25,102,2
"117-50-03",245,"sample","19-50-05","117",3,"50-03",2,1,"","24",250.25,50,3
"113-86-01",236,"sample","12-106-02","113",3,"86-01",1,1,"","7",204.25,86,1
"38-34-09",1034,"sample","38-34-09","38",2,"34-09",2,2,"2nd envelope","7",204.25,34,9
"104-25-02",223,"sample","2213","104",3,"25-02",2,NA,"","8",250.25,25,2
"46-4-5",895,"sample","7-34-11","140",4,"46-05",4,1,"","7",204.25,46,5
"82-42-01",177,"sample","82-42-01","82",2,"42-01",1,1,"","24",204.25,42,1
"99-2-7",901,"sample","12-106-02","147",2,"99-07",4,1,"1st envelope","7",204.25,99,7
"72-119-02",153,"sample","72-119-02","72",2,"119-02",1,1,"","7",204.25,119,2
"18-2-1",947,"sample","56-28-01","196",2,"18-01",4,1,"","7",204.25,18,1
"22-67-06",91,"sample","25-55-01","22",2,"67-06",3,1,"2nd envelope","11",204.25,67,6
"13-27-05",13,"sample","13-27-05","13",1,"27-05",1,1,"","24",250.25,27,5
"223-73-02",447,"sample","10-86-01","223",4,"73-02",1,1,"","7",204.25,73,2
"99-45-03",213,"sample","35-69-01","99",3,"45-03",1,1,"","7",250.25,45,3
"340-5-02",658,"sample","12-106-02","340",6,"5-02",2,1,"","7",204.25,5,2
"197-22-06",398,"sample","17-2-02","197",4,"22-06",1,1,"1st envelope","7",204.25,22,6
"43-15-05",114,"sample","2213","43",2,"15-05",2,1,"","7",250.25,15,5
"201-121-01",404,"sample","171-105-09","201",4,"121-01",1,1,"1st envelope","7",204.25,121,1
"165-46-09",334,"sample","67-114-04","165",4,"46-09",1,1,"","7",204.25,46,9
"120-5-1",881,"sample","0056","126",5,"120-01",4,1,"1st envelope","7",250.25,120,1
"232-11-01",1065,"sample","13-27-05","232",5,"11-01",2,2,"","7",250.25,11,1
"34-5-9",990,"sample","31-60-03","240",5,"34-09",4,2,"","7",204.25,34,9
"59-11-02",134,"sample","13-27-05","59",2,"11-02",3,1,"","7",250.25,11,2
"297-82-02",581,"sample","67-114-04","297",5,"82-02",2,1,"1st envelope","7",204.25,82,2
"19-50-07",19,"sample","10-86-01","19",4,"50-07",2,1,"","10",204.25,50,7
"95-48-02",203,"sample","31-60-03","95",3,"48-02",2,1,"","7",204.25,48,2
"219-92-01",437,"sample","67-114-04","219",4,"92-01",2,1,"1st envelope","7",204.25,92,1
"26-1-12",932,"sample","2213","180",1,"26-12",4,1,"1st envelope","7",250.25,26,12
"352-67-04",1088,"sample","7-34-11","352",6,"67-04",3,2,"","7",204.25,67,4
"43-15-11",43,"sample","13-27-05","43",2,"15-11",1,1,"coarse underfur","12",250.25,15,11
"89-67-01",193,"sample","25-55-01","89",2,"67-01",3,1,"1st envelope","7",204.25,67,1
"359-42-02",694,"sample","17-2-02","359",6,"42-02",1,1,"coarse underfur, 1st envelope","7",204.25,42,2
"60-4-5",855,"sample","7-34-11","97",4,"60-05",4,1,"","7",204.25,60,5
"46-87-03",119,"sample","12-106-02","46",2,"87-03",3,1,"coarse underfur","7",204.25,87,3
"55-3-5",969,"sample","24-66-03","218",3,"55-05",4,1,"","7",204.25,55,5
"200-10-05",403,"sample","13-27-05","200",4,"10-05",1,1,"","7",250.25,10,5
"63-2-02",63,"sample","31-60-03","63",2,"2-02",1,1,"","11",204.25,2,2
"386-72-08",743,"sample","78-72-05","386",2,"72-08",3,1,"1st envelope","7",204.25,72,8
"235-77-01",468,"sample","235-77-01","235",4,"77-01",1,1,"2nd envelope","24",250.25,77,1
"362-83-02",1090,"sample","10-86-01","362",6,"83-02",3,2,"","7",204.25,83,2
"90-2-8",859,"sample","25-55-01","103",2,"90-08",4,1,"2nd envelope","7",204.25,90,8
"235-77-02",469,"sample","235-77-01","235",4,"77-02",2,1,"1st envelope","7",250.25,77,2
"16-5-2",935,"sample","12-106-02","183",5,"16-02",4,1,"","7",204.25,16,2
"351-26-11",1087,"sample","2213","351",1,"26-11",2,2,"1st envelope","7",250.25,26,11
"261-28-02",516,"sample","13-27-05","261",5,"28-02",2,1,"","7",250.25,28,2
"207-106-03",1063,"sample","10-86-01","207",4,"106-03",3,2,"1st envelope","7",204.25,106,3
"75-100-01",162,"sample","23-100-05","75",2,"100-01",1,1,"","7",204.25,100,1
"35-2-2",1027,"sample","2213","278",2,"35-02",4,2,"coarse underfur, tiny roots","7",250.25,35,2
"35-69-01",35,"sample","35-69-01","35",2,"69-01",1,1,"","24",250.25,69,1
"332-62-03",641,"sample","12-106-02","332",6,"62-03",3,1,"","7",204.25,62,3
"217-81-02",432,"sample","0056","217",4,"81-02",1,1,"1st envelope","7",250.25,81,2
"113-86-02",237,"sample","10-86-01","113",3,"86-02",2,1,"coarse underfur, no roots left on hairs","7",204.25,86,2
"89-2-3",868,"sample","25-55-01","113",2,"89-03",4,1,"1st envelope","7",204.25,89,3
"10-2-9",857,"sample","13-27-05","101",2,"9-Oct",4,1,"","7",250.25,9,NA
"29-90-05",95,"sample","25-55-01","29",1,"90-05",3,NA,"","11",204.25,90,5
"163-59-03",332,"sample","31-60-03","163",4,"59-03",2,1,"","7",204.25,59,3
"196-23-04",397,"sample","17-2-02","196",4,"23-04",3,1,"","7",204.25,23,4
"60-2-4",839,"sample","31-60-03","80",2,"60-04",4,1,"","7",204.25,60,4
"59-11-03",59,"sample","56-28-01","59",2,"11-03",1,1,"","11",204.25,11,3
"282-106-04",557,"sample","31-60-03","282",5,"106-04",1,1,"not bear? small bear?","7",204.25,106,4
"89-4-1",849,"sample","7-34-11","91",4,"89-01",4,1,"","7",204.25,89,1
"74-106-06",160,"sample","12-106-02","74",2,"106-06",2,1,"1st envelope","7",204.25,106,6
"15-2-1",937,"sample","13-27-05","185",2,"15-01",4,1,"coarse underfur","7",250.25,15,1
"32-59-02",102,"sample","12-106-02","32",2,"59-02",2,1,"1st envelope","7",204.25,59,2
"107-33-02",228,"sample","31-60-03","107",3,"33-02",2,1,"","7",204.25,33,2
"120-6-1",785,"sample","67-114-04","24",6,"120-01",4,1,"1st envelope","7",204.25,120,1
"42-24-03",113,"sample","2213","42",2,"24-03",3,1,"2nd envelop","7",250.25,24,3
"86-6-1",1005,"sample","13-27-05","255",6,"86-01",4,2,"","7",250.25,86,1
"27-1-1",863,"sample","13-27-05","107",1,"27-01",4,1,"1st envelope","7",250.25,27,1
"245-15-04",1112,"sample","2213","245",5,"15-04",3,3,"","7",250.25,15,4
"8-36-04",73,"sample","12-106-02","8",3,"36-04",3,1,"","11",204.25,36,4
"201-121-02",405,"sample","30-120-03","201",4,"121-02",2,1,"2nd envelope","7",250.25,121,2
"324-26-02",628,"sample","2213","324",6,"26-02",2,1,"","7",250.25,26,2
"228-21-02",455,"sample","31-60-03","228",4,"21-02",1,1,"1st envelope","7",204.25,21,2
"278-114-02",548,"sample","171-105-09","278",5,"114-02",1,1,"","7",204.25,114,2
"2-71-01",2,"sample","2213","2",1,"71-01",1,1,"2nd envelope in group","12",250.25,71,1
"377-120-04",729,"sample","377-120-04","377",6,"120-04",3,1,"1st envelope","24",250.25,120,4
"136-98-02",285,"sample","47-64-04","136",3,"98-02",1,1,"","7",250.25,98,2
"88-89-02",190,"sample","25-55-01","88",2,"89-02",2,1,"","7",204.25,89,2
"30-120-03",96,"sample","30-120-03","30",6,"120-03",3,1,"uf left","24",250.25,120,3
"6-87-07",1100,"sample","12-106-02","6",1,"87-07",3,3,"1st envelope","7",204.25,87,7
"83-21-01",1102,"sample","31-60-03","83",2,"21-01",2,3,"","7",204.25,21,1
"205-15-05",413,"sample","2213","205",6,"15-05",3,1,"","7",250.25,15,5
"90-88-01",194,"sample","25-55-01","90",2,"88-01",1,1,"1st envelope","7",204.25,88,1
"306-91-01",596,"sample","7-34-11","306",5,"91-01",2,1,"2nd envelope","7",204.25,91,1
"24-66-01",1030,"sample","24-66-03","24",1,"66-01",2,2,"uf left, 1st envelope","7",204.25,66,1
"62-1-02",140,"sample","31-60-03","62",2,"1-02",3,1,"1st envelope, blonde hairs","7",204.25,1,2
"46-3-4",828,"sample","67-114-04","68",3,"46-04",4,1,"1st envelope","7",204.25,46,4
"65-10-14",65,"sample","13-27-05","65",2,"10-14",1,1,"","11",250.25,10,14
"326-25-03",630,"sample","2213","326",6,"25-03",1,1,"","7",250.25,25,3
"145-106-03",303,"sample","31-60-03","145",5,"106-03",3,1,"not bear?","7",204.25,106,3
"90-1-2",856,"sample","23-100-05","100",1,"90-02",4,1,"","7",204.25,90,2
"62-4-11",963,"sample","10-86-01","212",4,"62-11",4,1,"","7",204.25,62,11
"184-81-04",375,"sample","0056","184",4,"81-04",2,1,"only uf left, 1st envelope","7",250.25,81,4
"387-83-05",744,"sample","12-106-02","387",2,"83-05",1,1,"1st envelope","7",204.25,83,5
"212-119-02",425,"sample","6-87-08","212",4,"119-02",1,1,"","7",250.25,119,2
"132-104-02",277,"sample","0056","132",3,"104-02",1,1,"1st envelope","8",250.25,104,2
"185-114-05",377,"sample","67-114-04","185",2,"114-05",3,1,"1st envelope","7",204.25,114,5
"336-50-01",650,"sample","10-86-01","336",6,"50-01",2,1,"","7",204.25,50,1
"368-93-02",709,"sample","67-114-04","368",6,"93-02",2,NA,"2nd envelope","7",204.25,93,2
"69-98-05",148,"sample","12-106-02","69",2,"98-05",2,1,"1st envelope","7",204.25,98,5
"93-55-02",199,"sample","25-55-01","93",2,"55-02",1,1,"1st envelope","7",204.25,55,2
"58-18-02",58,"sample","56-28-01","58",2,"18-02",1,1,"","11",204.25,18,2
"61-22-01",138,"sample","31-60-03","61",2,"22-01",3,1,"","7",204.25,22,1
"114-75-01",238,"sample","12-106-02","114",3,"75-01",1,1,"uf left","7",204.25,75,1
"325-24-02",629,"sample","2213","325",6,"24-02",1,1,"","7",250.25,24,2
"333-28-02",642,"sample","13-27-05","333",6,"28-02",1,1,"","7",250.25,28,2
"127-17-01",1048,"sample","13-27-05","127",3,"17-01",2,2,"1st envelope","7",250.25,17,1
"71-5-3",775,"sample","2213","13",5,"71-03",4,1,"","7",250.25,71,3
"34-46-03",34,"sample","67-114-04","34",2,"46-03",1,1,"","12",204.25,46,3
"299-96-02",585,"sample","12-106-02","299",5,"96-02",2,1,"","7",204.25,96,2
"231-67-03",462,"sample","25-55-01","231",4,"67-03",1,1,"1st envelope","7",204.25,67,3
"173-32-02",353,"sample","17-2-02","173",4,"32-02",2,1,"","7",204.25,32,2
"263-49-03",519,"sample","13-27-05","263",5,"49-03",1,1,"1st envelope","7",250.25,49,3
"116-62-04",243,"sample","10-86-01","116",3,"62-04",2,1,"","7",204.25,62,4
"96-2-6",977,"sample","12-106-02","227",2,"96-06",4,1,"1st envelope","7",204.25,96,6
"106-5-1",769,"sample","67-114-04","6",5,"106-01",4,1,"1st envelope","7",204.25,106,1
"261-28-01",515,"sample","13-27-05","261",5,"28-01",1,1,"","7",250.25,28,1
"32-59-01",32,"sample","12-106-02","32",2,"59-01",1,1,"1st envelope","12",204.25,59,1
"111-103-02",1044,"sample","0056","111",4,"103-02",3,2,"2nd envelope","7",250.25,103,2
"33-3-7",905,"sample","31-60-03","151",3,"33-07",4,1,"","7",204.25,33,7
"124-10-03",263,"sample","13-27-05","124",3,"10-03",3,1,"coarse underfur","7",250.25,10,3
"11-3-8",1026,"sample","12-106-02","277",3,"8-Nov",4,2,"","7",204.25,8,NA
"34-2-2",838,"sample","2213","79",2,"34-02",4,1,"1st envelope","7",250.25,34,2
"286-33-01",564,"sample","31-60-03","286",3,"33-01",3,1,"1st envelope","7",204.25,33,1
"79-84-04",171,"sample","50-50-01","79",2,"84-04",2,1,"1st envelope","7",204.25,84,4
"329-36-10",1083,"sample","31-60-03","329",2,"36-10",3,2,"not bear?, 1st envelope","7",204.25,36,10
"356-53-01",689,"sample","17-2-02","356",6,"53-01",3,1,"","7",204.25,53,1
"270-22-05",533,"sample","25-55-01","270",5,"22-05",3,1,"","7",204.25,22,5
