"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"10-2-9",857,"sample","13-27-05","101",2,"9-Oct",4,1,"","7",250.25,9,NA
"353-78-01",680,"sample","7-34-11","353",6,"78-01",1,1,"1st envelope","7",204.25,78,1
"154-91-05",316,"sample","7-34-11","154",3,"91-05",1,1,"2nd envelope","7",204.25,91,5
"179-52-01",365,"sample","47-64-04","179",4,"52-01",1,1,"","7",250.25,52,1
"232-91-02",464,"sample","25-55-01","232",4,"91-02",1,1,"91-1 is in this bundle","7",204.25,91,2
"274-10-02",542,"sample","12-106-02","274",5,"10-02",2,1,"","7",204.25,10,2
"362-83-02",1090,"sample","10-86-01","362",6,"83-02",3,2,"","7",204.25,83,2
"395-62-07",757,"sample","10-86-01","395",2,"62-07",3,1,"","7",204.25,62,7
"279-104-04",550,"sample","0056","279",5,"104-04",1,1,"","7",250.25,104,4
"99-45-01",214,"sample","35-69-01","99",3,"45-01",2,1,"uf left","7",250.25,45,1
"284-108-04",559,"sample","6-87-08","284",5,"108-04",1,1,"","7",250.25,108,4
"295-73-01",576,"sample","10-86-01","295",5,"73-01",1,1,"","7",204.25,73,1
"60-16-02",60,"sample","13-27-05","60",2,"16-02",1,1,"","12",250.25,16,2
"45-29-01",45,"sample","45-29-01","45",2,"29-01",1,1,"2nd envelope","24",204.25,29,1
"275-105-03",544,"sample","171-105-09","275",5,"105-03",2,1,"","7",204.25,105,3
"42-24-03",113,"sample","2213","42",2,"24-03",3,1,"2nd envelop","7",250.25,24,3
"102-26-02",219,"sample","2213","102",3,"26-02",2,1,"","7",250.25,26,2
"286-99-03",563,"sample","6-87-08","286",5,"99-03",2,1,"","7",250.25,99,3
"324-26-01",627,"sample","2213","324",6,"26-01",1,1,"","7",250.25,26,1
"16-5-2",935,"sample","12-106-02","183",5,"16-02",4,1,"","7",204.25,16,2
"51-86-02",1037,"sample","10-86-01","51",2,"86-02",2,2,"coarse underfur","7",204.25,86,2
"1-69-02",68,"sample","35-69-01","1",1,"69-02",3,1,"","11",250.25,69,2
"94-71-01",1104,"sample","31-60-03","94",3,"71-01",2,3,"1st envelope","7",204.25,71,1
"285-109-02",561,"sample","72-119-02","285",5,"109-02",1,1,"","7",204.25,109,2
"207-106-03",1063,"sample","10-86-01","207",4,"106-03",3,2,"1st envelope","7",204.25,106,3
"239-57-01",476,"sample","35-69-01","239",5,"57-01",1,1,"1st envelope","7",250.25,57,1
"241-71-04",480,"sample","2213","241",5,"71-04",1,1,"","7",250.25,71,4
"284-77-01",560,"sample","25-55-01","284",2,"77-01",3,1,"1st envelope","7",204.25,77,1
"266-86-02",525,"sample","12-106-02","266",5,"86-02",2,1,"","7",204.25,86,2
"223-73-03",448,"sample","10-86-01","223",4,"73-03",3,1,"","7",204.25,73,3
"338-75-05",653,"sample","12-106-02","338",6,"75-05",1,1,"","7",204.25,75,5
"139-93-01",291,"sample","30-120-03","139",3,"93-01",1,1,"coarse underfur, 1st envelope","7",250.25,93,1
"263-49-03",519,"sample","13-27-05","263",5,"49-03",1,1,"1st envelope","7",250.25,49,3
"80-83-04",174,"sample","67-114-04","80",2,"83-04",2,1,"","7",204.25,83,4
"297-82-02",581,"sample","67-114-04","297",5,"82-02",2,1,"1st envelope","7",204.25,82,2
"258-29-01",510,"sample","45-29-01","258",5,"29-01",1,1,"","7",204.25,29,1
"46-87-01",118,"sample","12-106-02","46",2,"87-01",2,1,"coarse underfur","7",204.25,87,1
"127-17-01",1048,"sample","13-27-05","127",3,"17-01",2,2,"1st envelope","7",250.25,17,1
"257-39-02",508,"sample","13-27-05","257",5,"39-02",2,3,"","7",250.25,39,2
"298-83-02",582,"sample","67-114-04","298",5,"83-02",1,1,"","7",204.25,83,2
"74-3-1",909,"sample","10-86-01","156",3,"74-01",4,1,"","7",204.25,74,1
"235-85-01",1110,"sample","10-86-01","235",4,"85-01",3,3,"","7",204.25,85,1
"318-59-03",615,"sample","12-106-02","318",6,"59-03",2,1,"","7",204.25,59,3
"308-78-01",599,"sample","25-55-01","308",5,"78-01",1,1,"","7",204.25,78,1
"211-99-01",423,"sample","6-87-08","211",4,"99-01",1,1,"2nd envelope","7",250.25,99,1
"30-91-01",30,"sample","30-91-01","30",1,"91-01",1,1,"1st envelope","24",204.25,91,1
"201-108-02",1061,"sample","135-108-03","201",3,"108-02",3,2,"","7",250.25,108,2
"213-109-05",426,"sample","72-119-02","213",4,"109-05",1,1,"","7",204.25,109,5
"28-89-01",28,"sample","25-55-01","28",1,"89-01",1,1,"1st envelope","12",204.25,89,1
"53-74-01",53,"sample","10-86-01","53",2,"74-01",1,1,"","12",204.25,74,1
"291-92-01",569,"sample","131-103-04","291",5,"92-01",1,1,"","7",204.25,92,1
"147-94-02",306,"sample","67-114-04","147",3,"94-02",1,1,"2nd envelope","7",204.25,94,2
"288-101-04",566,"sample","67-114-04","288",5,"101-04",1,1,"","7",204.25,101,4
"55-49-01",55,"sample","31-60-03","55",2,"49-01",1,1,"","12",204.25,49,1
"264-100-03",522,"sample","7-34-11","264",5,"100-03",2,1,"1st envelope","7",204.25,100,3
"219-92-02",436,"sample","67-114-04","219",4,"92-02",1,1,"","7",204.25,92,2
"283-98-02",558,"sample","12-106-02","283",5,"98-02",2,1,"","7",204.25,98,2
"304-53-01",593,"sample","24-66-03","304",5,"53-01",1,1,"","7",204.25,53,1
"125-5-03",264,"sample","12-106-02","125",3,"5-03",1,1,"","7",204.25,5,3
"12-62-04",12,"sample","10-86-01","12",1,"62-04",1,1,"","12",204.25,62,4
"227-56-01",453,"sample","35-69-01","227",4,"56-01",2,1,"","7",250.25,56,1
"363-84-01",701,"sample","10-86-01","363",6,"84-01",1,1,"","7",204.25,84,1
"358-56-01",691,"sample","24-66-03","358",6,"56-01",1,1,"1st envelope","7",204.25,56,1
"50-5-5",936,"sample","19-50-05","184",5,"50-05",4,1,"","7",250.25,50,5
"152-89-01",312,"sample","25-55-01","152",3,"89-01",1,1,"2nd envelope","7",204.25,89,1
"131-103-04",274,"sample","131-103-04","131",3,"103-04",1,1,"","24",204.25,103,4
"235-77-02",469,"sample","235-77-01","235",4,"77-02",2,1,"1st envelope","7",250.25,77,2
"143-73-02",298,"sample","10-86-01","143",3,"73-02",2,1,"coarse underfur","7",204.25,73,2
"256-87-03",506,"sample","72-119-02","256",5,"87-03",1,1,"","7",204.25,87,3
"210-98-01",421,"sample","47-64-04","210",4,"98-01",1,1,"","7",250.25,98,1
"313-77-03",1116,"sample","25-55-01","313",5,"77-03",3,3,"2nd envelope","7",204.25,77,3
"26-67-01",26,"sample","25-55-01","26",1,"67-01",1,1,"1st envelope","12",204.25,67,1
"93-55-01",200,"sample","25-55-01","93",2,"55-01",2,1,"1st envelope","7",204.25,55,1
"169-26-03",344,"sample","2213","169",4,"26-03",2,1,"","7",250.25,26,3
"75-100-01",162,"sample","23-100-05","75",2,"100-01",1,1,"","7",204.25,100,1
"386-72-06",1093,"sample","78-72-05","386",2,"72-06",2,2,"1st envelope","7",204.25,72,6
"84-66-01",182,"sample","84-66-02","84",2,"66-01",3,1,"","7",250.25,66,1
"191-5-02",388,"sample","12-106-02","191",4,"5-02",1,1,"","7",204.25,5,2
"83-21-01",1102,"sample","31-60-03","83",2,"21-01",2,3,"","7",204.25,21,1
"88-89-01",191,"sample","84-66-02","88",2,"89-01",3,1,"","7",250.25,89,1
"10-2-10",995,"sample","13-27-05","245",2,"10-Oct",4,2,"","7",250.25,10,NA
"106-34-04",226,"sample","2213","106",3,"34-04",1,1,"","8",250.25,34,4
"15-2-4",813,"sample","13-27-05","53",2,"15-04",4,1,"","7",250.25,15,4
"302-41-06",590,"sample","25-55-01","302",5,"41-06",2,1,"envelope says 41-16","7",204.25,41,6
"108-64-02",231,"sample","47-64-04","108",3,"64-02",3,1,"1st envelope","7",250.25,64,2
"272-2-01",537,"sample","12-106-02","272",5,"2-01",2,1,"","7",204.25,2,1
"299-96-02",585,"sample","12-106-02","299",5,"96-02",2,1,"","7",204.25,96,2
"32-59-03",103,"sample","12-106-02","32",2,"59-03",3,1,"","7",204.25,59,3
"133-116-01",279,"sample","133-116-01","133",3,"116-01",1,1,"","24",204.25,116,1
"381-92-07",735,"sample","0056","381",3,"92-07",3,1,"1st envelope","7",250.25,92,7
"171-35-02",347,"sample","38-34-09","171",4,"35-02",1,1,"","7",204.25,35,2
"121-22-04",255,"sample","121-22-04","121",3,"22-04",2,1,"","24",250.25,22,4
"277-120-07",547,"sample","0056","277",5,"120-07",2,1,"1st envelope","7",250.25,120,7
"34-4-7",837,"sample","2213","78",4,"34-07",4,1,"","7",250.25,34,7
"239-14-05",478,"sample","2213","239",2,"14-05",3,1,"1st envelope","7",250.25,14,5
"100-1-4",767,"sample","23-100-05","4",1,"100-04",4,1,"1st envelope","7",204.25,100,4
"128-16-02",269,"sample","13-27-05","128",3,"16-02",1,1,"","7",250.25,16,2
"249-36-09",1066,"sample","3002","249",2,"36-09",3,2,"","7",250.25,36,9
"141-100-01",295,"sample","7-34-11","141",3,"100-01",2,1,"","7",204.25,100,1
"16-90-01",16,"sample","25-55-01","16",3,"90-01",2,NA,"","7",204.25,90,1
"319-46-01",616,"sample","2213","319",6,"46-01",1,1,"","7",250.25,46,1
"158-55-04",326,"sample","7-34-11","158",3,"55-04",2,1,"","7",204.25,55,4
"103-5-6",913,"sample","131-103-04","160",5,"103-06",4,1,"","7",204.25,103,6
"380-120-03",732,"sample","0056","380",1,"120-03",3,1,"","7",250.25,120,3
"87-77-05",188,"sample","25-55-01","87",2,"77-05",1,1,"","7",204.25,77,5
"22-100-07",90,"sample","23-100-05","22",1,"100-07",2,1,"","11",204.25,100,7
"118-28-06",246,"sample","13-27-05","118",3,"28-06",1,1,"","7",250.25,28,6
"236-78-03",471,"sample","25-55-01","236",4,"78-03",2,1,"1st envelope","7",204.25,78,3
"158-55-06",325,"sample","25-55-01","158",3,"55-06",1,1,"","7",204.25,55,6
"108-64-01",230,"sample","47-64-04","108",3,"64-01",2,1,"","7",250.25,64,1
"26-1-20",992,"sample","3002","242",1,"26-20",4,2,"3rd envelope","7",250.25,26,20
"33-4-4",984,"sample","2213","234",4,"33-04",4,1,"","7",250.25,33,4
"98-26-02",212,"sample","41-26-05","98",2,"26-02",3,1,"","7",204.25,26,2
"121-6-5",911,"sample","276-121-04","158",6,"121-05",4,1,"","7",204.25,121,5
"34-2-5",996,"sample","67-114-04","246",2,"34-05",4,2,"","7",204.25,34,5
"305-42-04",1077,"sample","7-34-11","305",5,"42-04",2,2,"1st envelope","7",204.25,42,4
"107-33-05",227,"sample","31-60-03","107",3,"33-05",1,1,"1st envelope","7",204.25,33,5
"63-2-03",1040,"sample","31-60-03","63",2,"2-03",3,2,"","7",204.25,2,3
"381-22-05",734,"sample","12-106-02","381",6,"22-05",2,1,"1st envelope","7",204.25,22,5
"332-62-02",639,"sample","12-106-02","332",6,"62-02",1,1,"","7",204.25,62,2
"93-4-3",1120,"sample","0056","280",4,"93-03",4,3,"2nd envelope","7",250.25,93,3
"191-27-02",1056,"sample","13-27-05","191",3,"27-02",3,2,"","7",250.25,27,2
"213-109-06",427,"sample","72-119-02","213",4,"109-06",2,1,"1st envelope","7",204.25,109,6
"156-4-03",322,"sample","13-27-05","156",3,"4-03",3,1,"","9",250.25,4,3
"29-90-03",94,"sample","23-100-05","29",1,"90-03",2,1,"","12",204.25,90,3
"196-23-02",395,"sample","17-2-02","196",4,"23-02",1,1,"1st envelope","7",204.25,23,2
"294-72-03",575,"sample","3002","294",5,"72-03",1,1,"","7",250.25,72,3
"315-75-03",1078,"sample","10-86-01","315",3,"75-03",2,2,"","7",204.25,75,3
"260-51-02",513,"sample","47-64-04","260",5,"51-02",2,1,"","7",250.25,51,2
"343-17-01",666,"sample","13-27-05","343",6,"17-01",3,1,"","7",250.25,17,1
"92-3-13",765,"sample","0056","2",3,"92-13",4,1,"1st envelope","7",250.25,92,13
"353-56-04",681,"sample","7-34-11","353",3,"56-04",2,1,"1st envelope","7",204.25,56,4
"272-2-02",536,"sample","12-106-02","272",5,"2-02",1,1,"","7",204.25,2,2
"341-4-02",660,"sample","12-106-02","341",6,"4-02",1,1,"","7",204.25,4,2
"205-104-01",411,"sample","67-114-04","205",4,"104-01",1,1,"1st envelope","7",204.25,104,1
"339-114-02",656,"sample","67-114-04","339",2,"114-02",3,1,"1st envelope","7",204.25,114,2
"221-100-04",444,"sample","7-34-11","221",4,"100-04",3,1,"different ID in second spreadsheet - (10-4) (envelopes are 100-4), 2nd envelope","7",204.25,100,4
"56-75-02",129,"sample","12-106-02","56",6,"75-02",3,1,"","7",204.25,75,2
"301-14-01",589,"sample","2213","301",6,"14-01",2,1,"","7",250.25,14,1
"14-16-07",14,"sample","12-106-02","14",1,"16-07",2,NA,"3rd envelope","7",204.25,16,7
"120-5-2",941,"sample","0056","189",5,"120-02",4,1,"coarse underfur","7",250.25,120,2
"104-25-02",223,"sample","2213","104",3,"25-02",2,NA,"","8",250.25,25,2
"49-20-03",49,"sample","49-20-03","49",2,"20-03",1,1,"1st envelope","24",250.25,20,3
"106-4-8",897,"sample","133-116-01","143",4,"106-08",4,1,"","7",204.25,106,8
"22-3-6",810,"sample","31-60-03","50",3,"22-06",4,1,"1st envelope","7",204.25,22,6
"399-42-03",1096,"sample","7-34-11","399",5,"42-03",1,2,"1st envelope","7",204.25,42,3
"62-4-11",963,"sample","10-86-01","212",4,"62-11",4,1,"","7",204.25,62,11
"180-38-02",369,"sample","13-27-05","180",4,"38-02",3,1,"","7",250.25,38,2
"355-91-03",686,"sample","25-55-01","355",6,"91-03",3,1,"","7",204.25,91,3
"340-87-06",659,"sample","12-106-02","340",1,"87-06",3,1,"1st envelope","7",204.25,87,6
"276-121-08",1072,"sample","171-105-09","276",5,"121-08",3,2,"coarse underfur, 2ndenvelope","7",204.25,121,8
"213-109-03",428,"sample","72-119-02","213",4,"109-03",3,1,"","7",204.25,109,3
"60-4-9",786,"sample","2213","25",4,"60-09",4,1,"1st envelope","7",250.25,60,9
"67-2-7",873,"sample","25-55-01","118",2,"67-07",4,1,"1st envelope","7",204.25,67,7
"286-33-01",564,"sample","31-60-03","286",3,"33-01",3,1,"1st envelope","7",204.25,33,1
"253-11-05",502,"sample","12-106-02","253",5,"11-05",1,1,"","7",204.25,11,5
"8-36-04",73,"sample","12-106-02","8",3,"36-04",3,1,"","11",204.25,36,4
"328-14-02",634,"sample","2213","328",6,"14-02",1,1,"","7",250.25,14,2
"231-67-02",463,"sample","25-55-01","231",4,"67-02",2,1,"1st envelope","7",204.25,67,2
"355-91-01",685,"sample","25-55-01","355",6,"91-01",2,1,"","7",204.25,91,1
"64-2-1",781,"sample","47-64-04","20",2,"64-01",4,1,"","7",250.25,64,1
"110-46-08",233,"sample","67-114-04","110",4,"46-08",2,NA,"","7",204.25,46,8
"16-3-1",871,"sample","13-27-05","116",3,"16-01",4,1,"","7",250.25,16,1
"234-89-06",467,"sample","25-55-01","234",4,"89-06",3,1,"","7",204.25,89,6
"380-120-07",731,"sample","0056","380",1,"120-07",2,1,"","7",250.25,120,7
"306-91-01",596,"sample","7-34-11","306",5,"91-01",2,1,"2nd envelope","7",204.25,91,1
"280-103-02",552,"sample","0056","280",5,"103-02",1,1,"1st envelope","7",250.25,103,2
"398-18-06",762,"sample","13-27-05","398",3,"18-06",3,1,"","7",250.25,18,6
"157-34-03",324,"sample","67-114-04","157",2,"34-03",3,1,"","10",204.25,34,3
"41-6-4",979,"sample","361-41-05","229",6,"41-04",4,1,"1st envelope","7",250.25,41,4
"162-71-03",1050,"sample","2213","162",4,"71-03",3,2,"","7",250.25,71,3
"352-67-03",678,"sample","7-34-11","352",6,"67-03",1,1,"","7",204.25,67,3
"28-3-2",872,"sample","13-27-05","117",3,"28-02",4,1,"coarse underfur, 1st envelope","7",250.25,28,2
"84-66-03",181,"sample","84-66-02","84",2,"66-03",2,1,"1st envelope","7",250.25,66,3
"204-114-01",409,"sample","0056","204",4,"114-01",1,1,"1st envelope","7",250.25,114,1
"45-4-7",920,"sample","121-22-04","167",4,"45-07",4,1,"1st envelope","7",250.25,45,7
"35-2-1",1016,"sample","2213","267",2,"35-01",4,2,"","7",250.25,35,1
"197-22-03",399,"sample","17-2-02","197",4,"22-03",2,1,"1st envelope","7",204.25,22,3
"170-36-02",1052,"sample","67-114-04","170",4,"36-02",3,2,"","7",204.25,36,2
"62-3-3",768,"sample","12-106-02","5",3,"62-03",4,1,"","7",204.25,62,3
"100-3-6",912,"sample","7-34-11","159",3,"100-06",4,1,"","7",204.25,100,6
"252-4-02",499,"sample","12-106-02","252",5,"4-02",1,1,"","7",204.25,4,2
"92-3-1",850,"sample","67-114-04","92",3,"92-01",4,1,"1st envelope","7",204.25,92,1
"99-45-03",213,"sample","35-69-01","99",3,"45-03",1,1,"","7",250.25,45,3
"245-15-04",1112,"sample","2213","245",5,"15-04",3,3,"","7",250.25,15,4
"11-75-04",11,"sample","10-86-01","11",1,"75-04",1,1,"","12",204.25,75,4
"89-67-02",192,"sample","25-55-01","89",2,"67-02",1,1,"1st envelope","7",204.25,67,2
"374-114-03",722,"sample","67-114-04","374",6,"114-03",2,1,"","7",204.25,114,3
"69-4-5",821,"sample","97-69-05","61",4,"69-05",4,1,"","7",204.25,69,5
"120-4-3",974,"sample","120-4-2","224",4,"120-03",4,1,"2nd envelope","7",204.25,120,3
"134-55-02",282,"sample","24-66-03","134",4,"55-02",3,1,"","7",204.25,55,2
"39-36-01",111,"sample","12-106-02","39",2,"36-01",3,1,"1st envelope","7",204.25,36,1
"188-18-01",382,"sample","13-27-05","188",4,"18-01",3,1,"1st envelope","7",250.25,18,1
"200-10-05",403,"sample","13-27-05","200",4,"10-05",1,1,"","7",250.25,10,5
"342-11-03",663,"sample","12-106-02","342",6,"11-03",2,1,"","7",204.25,11,3
"192-4-01",1057,"sample","12-106-02","192",4,"4-01",2,2,"","7",204.25,4,1
"217-81-02",432,"sample","0056","217",4,"81-02",1,1,"1st envelope","7",250.25,81,2
"181-50-01",370,"sample","10-86-01","181",4,"50-01",2,2,"","7",204.25,50,1
"359-42-02",694,"sample","17-2-02","359",6,"42-02",1,1,"coarse underfur, 1st envelope","7",204.25,42,2
"100-1-9",924,"sample","23-100-05","172",1,"100-09",4,1,"2nd envelope","7",204.25,100,9
"10-2-13",884,"sample","13-27-05","129",2,"13-Oct",4,1,"","7",250.25,13,NA
"34-3-1",971,"sample","67-114-04","220",3,"34-01",4,1,"coarse underfur","7",204.25,34,1
"228-21-02",455,"sample","31-60-03","228",4,"21-02",1,1,"1st envelope","7",204.25,21,2
"377-120-04",729,"sample","377-120-04","377",6,"120-04",3,1,"1st envelope","24",250.25,120,4
"200-10-03",1060,"sample","13-27-05","200",4,"10-03",3,2,"","7",250.25,10,3
"224-72-08",450,"sample","2213","224",4,"72-08",3,1,"1st envelope","7",250.25,72,8
"260-62-03",514,"sample","10-86-01","260",5,"62-03",3,1,"75-2 is inthis bundle","7",204.25,62,3
"88-89-04",189,"sample","25-55-01","88",2,"89-04",1,1,"1st envelope","7",204.25,89,4
"45-4-5",1006,"sample","35-69-01","256",4,"45-05",4,2,"","7",250.25,45,5
"185-114-05",377,"sample","67-114-04","185",2,"114-05",3,1,"1st envelope","7",204.25,114,5
"47-64-04",47,"sample","47-64-04","47",2,"64-04",1,1,"","24",250.25,64,4
"340-5-02",658,"sample","12-106-02","340",6,"5-02",2,1,"","7",204.25,5,2
"165-46-01",335,"sample","67-114-04","165",4,"46-01",2,1,"1st envelope","7",204.25,46,1
"211-60-07",424,"sample","67-114-04","211",4,"60-07",3,1,"","7",204.25,60,7
"178-87-04",364,"sample","12-106-02","178",4,"87-04",3,1,"","7",204.25,87,4
"176-29-04",359,"sample","49-20-03","176",4,"29-04",1,1,"","7",250.25,29,4
"112-29-01",235,"sample","45-29-01","112",3,"29-01",1,1,"","7",204.25,29,1
"52-75-04",124,"sample","12-106-02","52",2,"75-04",2,1,"","7",204.25,75,4
"2-2-4",925,"sample","31-60-03","173",2,"02-04",4,1,"1st envelope","7",204.25,2,4
"210-106-02",422,"sample","12-106-02","210",5,"106-02",3,1,"1st envelope","7",204.25,106,2
"46-87-04",46,"sample","10-86-01","46",2,"87-04",1,1,"","12",204.25,87,4
"28-4-3",862,"sample","13-27-05","106",4,"28-03",4,1,"1st envelope","7",250.25,28,3
"37-16-05",109,"sample","13-27-05","37",2,"16-05",3,1,"","7",250.25,16,5
"14-5-3",877,"sample","38-34-09","122",5,"14-03",4,1,"","7",204.25,14,3
"145-106-03",303,"sample","31-60-03","145",5,"106-03",3,1,"not bear?","7",204.25,106,3
"11-2-5",772,"sample","13-27-05","10",2,"5-Nov",4,1,"","7",250.25,5,NA
"324-26-02",628,"sample","2213","324",6,"26-02",2,1,"","7",250.25,26,2
"136-98-03",286,"sample","47-64-04","136",3,"98-03",2,1,"","7",250.25,98,3
