"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"85-41-03",184,"sample","25-55-01","85",2,"41-03",2,1,"1st envelope","7",204.25,41,3
"15-4-2",796,"sample","13-27-05","35",4,"15-02",4,1,"","7",250.25,15,2
"227-56-01",453,"sample","35-69-01","227",4,"56-01",2,1,"","7",250.25,56,1
"287-102-01",565,"sample","133-116-01","287",5,"102-01",1,1,"","7",204.25,102,1
"69-98-05",148,"sample","12-106-02","69",2,"98-05",2,1,"1st envelope","7",204.25,98,5
"219-105-07",438,"sample","171-105-09","219",4,"105-07",3,1,"1st envelope","7",204.25,105,7
"200-10-05",403,"sample","13-27-05","200",4,"10-05",1,1,"","7",250.25,10,5
"120-5-2",941,"sample","0056","189",5,"120-02",4,1,"coarse underfur","7",250.25,120,2
"99-45-03",213,"sample","35-69-01","99",3,"45-03",1,1,"","7",250.25,45,3
"34-3-1",971,"sample","67-114-04","220",3,"34-01",4,1,"coarse underfur","7",204.25,34,1
"194-16-01",393,"sample","13-27-05","194",4,"16-01",3,1,"coarse underfur","7",250.25,16,1
"184-45-03",1054,"sample","2213","184",6,"45-03",3,2,"","7",250.25,45,3
"358-56-01",691,"sample","24-66-03","358",6,"56-01",1,1,"1st envelope","7",204.25,56,1
"116-62-01",242,"sample","12-106-02","116",3,"62-01",1,1,"","7",204.25,62,1
"12-62-04",12,"sample","10-86-01","12",1,"62-04",1,1,"","12",204.25,62,4
"222-85-03",446,"sample","10-86-01","222",4,"85-03",2,1,"","7",204.25,85,3
"278-114-02",548,"sample","171-105-09","278",5,"114-02",1,1,"","7",204.25,114,2
"361-41-06",697,"sample","17-2-02","361",6,"41-06",1,1,"","7",204.25,41,6
"2-71-01",2,"sample","2213","2",1,"71-01",1,1,"2nd envelope in group","12",250.25,71,1
"249-35-01",496,"sample","2213","249",5,"35-01",1,1,"","7",250.25,35,1
"292-107-01",571,"sample","10-86-01","292",5,"107-01",1,1,"","7",204.25,107,1
"239-14-05",478,"sample","2213","239",2,"14-05",3,1,"1st envelope","7",250.25,14,5
"137-109-07",1106,"sample","72-119-02","137",3,"109-07",3,3,"2nd envelope","7",204.25,109,7
"122-62-06",257,"sample","12-106-02","122",5,"62-06",3,1,"","7",204.25,62,6
"42-6-3",916,"sample","7-34-11","163",6,"42-03",4,1,"1st envelope","7",204.25,42,3
"269-23-02",531,"sample","17-2-02","269",5,"23-02",2,1,"","7",204.25,23,2
"395-115-02",756,"sample","171-105-09","395",4,"115-02",1,1,"1st envelope","7",204.25,115,2
"36-57-01",36,"sample","35-69-01","36",2,"57-01",1,1,"","12",250.25,57,1
"369-92-02",711,"sample","67-114-04","369",6,"92-02",1,1,"","7",204.25,92,2
"360-21-04",696,"sample","12-106-02","360",6,"21-04",1,1,"","7",204.25,21,4
"119-4-4",846,"sample","72-119-02","88",4,"119-04",4,1,"2nd envelope","7",204.25,119,4
"235-77-01",468,"sample","235-77-01","235",4,"77-01",1,1,"2nd envelope","24",250.25,77,1
"293-117-02",574,"sample","10-86-01","293",5,"117-02",1,1,"","7",204.25,117,2
"210-106-02",422,"sample","12-106-02","210",5,"106-02",3,1,"1st envelope","7",204.25,106,2
"301-85-01",588,"sample","10-86-01","301",5,"85-01",1,1,"","7",204.25,85,1
"32-4-1",841,"sample","121-22-04","82",4,"32-01",4,1,"1st envelope","7",250.25,32,1
"274-10-05",541,"sample","12-106-02","274",5,"10-05",1,1,"","7",204.25,10,5
"368-93-02",709,"sample","67-114-04","368",6,"93-02",2,NA,"2nd envelope","7",204.25,93,2
"113-86-01",236,"sample","12-106-02","113",3,"86-01",1,1,"","7",204.25,86,1
"349-55-03",674,"sample","7-34-11","349",5,"55-03",2,1,"","7",204.25,55,3
"334-27-01",644,"sample","12-106-02","334",6,"27-01",1,1,"","7",204.25,27,1
"18-2-1",947,"sample","56-28-01","196",2,"18-01",4,1,"","7",204.25,18,1
"64-4-4",976,"sample","6-87-08","226",4,"64-04",4,1,"","7",250.25,64,4
"352-67-03",678,"sample","7-34-11","352",6,"67-03",1,1,"","7",204.25,67,3
"127-17-01",1048,"sample","13-27-05","127",3,"17-01",2,2,"1st envelope","7",250.25,17,1
"6-87-07",1100,"sample","12-106-02","6",1,"87-07",3,3,"1st envelope","7",204.25,87,7
"211-99-01",423,"sample","6-87-08","211",4,"99-01",1,1,"2nd envelope","7",250.25,99,1
"239-57-01",476,"sample","35-69-01","239",5,"57-01",1,1,"1st envelope","7",250.25,57,1
"295-73-02",577,"sample","10-86-01","295",5,"73-02",2,1,"","7",204.25,73,2
"283-98-02",558,"sample","12-106-02","283",5,"98-02",2,1,"","7",204.25,98,2
"220-46-05",441,"sample","2213","220",5,"46-05",3,1,"this bundle had 46-06 in it too","7",250.25,46,5
"313-77-03",1116,"sample","25-55-01","313",5,"77-03",3,3,"2nd envelope","7",204.25,77,3
"220-102-01",439,"sample","133-116-01","220",4,"102-01",1,1,"1st envelope","7",204.25,102,1
"98-57-01",210,"sample","35-69-01","98",3,"57-01",1,1,"","7",250.25,57,1
"373-99-02",720,"sample","13-27-05","373",6,"99-02",2,1,"","7",250.25,99,2
"213-109-06",427,"sample","72-119-02","213",4,"109-06",2,1,"1st envelope","7",204.25,109,6
"130-15-01",273,"sample","13-27-05","130",3,"15-01",3,1,"1st envelope","7",250.25,15,1
"53-74-01",53,"sample","10-86-01","53",2,"74-01",1,1,"","12",204.25,74,1
"41-26-05",41,"sample","41-26-05","41",2,"26-05",1,1,"","24",204.25,26,5
"139-93-01",291,"sample","30-120-03","139",3,"93-01",1,1,"coarse underfur, 1st envelope","7",250.25,93,1
"180-38-01",368,"sample","13-27-05","180",4,"38-01",2,1,"","7",250.25,38,1
"266-86-02",525,"sample","12-106-02","266",5,"86-02",2,1,"","7",204.25,86,2
"271-1-02",534,"sample","12-106-02","271",5,"1-02",1,1,"","7",204.25,1,2
"136-98-02",285,"sample","47-64-04","136",3,"98-02",1,1,"","7",250.25,98,2
"67-114-06",144,"sample","67-114-04","67",2,"114-06",2,1,"1st envelope","7",204.25,114,6
"144-85-01",301,"sample","10-86-01","144",3,"85-01",3,1,"","7",204.25,85,1
"311-56-03",604,"sample","25-55-01","311",5,"56-03",2,2,"","7",204.25,56,3
"72-119-02",153,"sample","72-119-02","72",2,"119-02",1,1,"","7",204.25,119,2
"199-2-02",402,"sample","13-27-05","199",4,"2-02",2,1,"","7",250.25,2,2
"297-82-02",581,"sample","67-114-04","297",5,"82-02",2,1,"1st envelope","7",204.25,82,2
"152-89-01",312,"sample","25-55-01","152",3,"89-01",1,1,"2nd envelope","7",204.25,89,1
"131-103-04",274,"sample","131-103-04","131",3,"103-04",1,1,"","24",204.25,103,4
"307-89-01",598,"sample","7-34-11","307",5,"89-01",1,1,"1st envelope","7",204.25,89,1
"290-93-01",568,"sample","67-114-04","290",5,"93-01",2,3,"","7",204.25,93,1
"125-5-03",264,"sample","12-106-02","125",3,"5-03",1,1,"","7",204.25,5,3
"397-108-03",760,"sample","6-87-08","397",5,"108-03",1,1,"","7",250.25,108,3
"237-55-03",474,"sample","25-55-01","237",4,"55-03",3,1,"1st envelope","7",204.25,55,3
"214-107-01",430,"sample","31-60-03","214",4,"107-01",2,1,"","7",204.25,107,1
"39-5-4",989,"sample","13-27-05","239",5,"39-04",4,2,"","7",250.25,39,4
"210-98-01",421,"sample","47-64-04","210",4,"98-01",1,1,"","7",250.25,98,1
"256-87-03",506,"sample","72-119-02","256",5,"87-03",1,1,"","7",204.25,87,3
"291-39-03",570,"sample","13-27-05","291",6,"39-03",2,1,"","8",250.25,39,3
"364-96-03",702,"sample","31-60-03","364",6,"96-03",1,1,"1st envelope","7",204.25,96,3
"45-29-01",45,"sample","45-29-01","45",2,"29-01",1,1,"2nd envelope","24",204.25,29,1
"147-94-02",306,"sample","67-114-04","147",3,"94-02",1,1,"2nd envelope","7",204.25,94,2
"55-49-01",55,"sample","31-60-03","55",2,"49-01",1,1,"","12",204.25,49,1
"226-95-02",452,"sample","31-60-03","226",4,"95-02",2,2,"","7",204.25,95,2
"169-26-04",345,"sample","3002","169",4,"26-04",3,1,"","7",250.25,26,4
"187-86-04",379,"sample","12-106-02","187",4,"86-04",1,1,"","7",204.25,86,4
"94-71-01",1104,"sample","31-60-03","94",3,"71-01",2,3,"1st envelope","7",204.25,71,1
"130-114-01",271,"sample","67-114-04","130",3,"114-01",1,1,"1st envelope","7",204.25,114,1
"179-52-01",365,"sample","47-64-04","179",4,"52-01",1,1,"","7",250.25,52,1
"264-100-03",522,"sample","7-34-11","264",5,"100-03",2,1,"1st envelope","7",204.25,100,3
"375-104-01",723,"sample","0056","375",6,"104-01",1,1,"2nd envelope","7",250.25,104,1
"363-84-01",701,"sample","10-86-01","363",6,"84-01",1,1,"","7",204.25,84,1
"225-94-03",451,"sample","67-114-04","225",4,"94-03",2,1,"3rd envelope","7",204.25,94,3
"30-91-01",30,"sample","30-91-01","30",1,"91-01",1,1,"1st envelope","24",204.25,91,1
"232-91-02",464,"sample","25-55-01","232",4,"91-02",1,1,"91-1 is in this bundle","7",204.25,91,2
"353-78-01",680,"sample","7-34-11","353",6,"78-01",1,1,"1st envelope","7",204.25,78,1
"92-91-01",197,"sample","25-55-01","92",2,"91-01",1,1,"uf left, 1st envelope","7",204.25,91,1
"304-53-01",593,"sample","24-66-03","304",5,"53-01",1,1,"","7",204.25,53,1
"11-3-2",876,"sample","13-27-05","121",3,"11-02",4,1,"1st envelope","7",250.25,11,2
"78-72-05",168,"sample","78-72-05","78",2,"72-05",1,1,"1st envelope","24",204.25,72,5
"205-15-05",413,"sample","2213","205",6,"15-05",3,1,"","7",250.25,15,5
"158-55-04",326,"sample","7-34-11","158",3,"55-04",2,1,"","7",204.25,55,4
"149-72-02",309,"sample","10-86-01","149",3,"72-02",2,1,"","7",204.25,72,2
"65-10-14",65,"sample","13-27-05","65",2,"10-14",1,1,"","11",250.25,10,14
"82-42-01",177,"sample","82-42-01","82",2,"42-01",1,1,"","24",204.25,42,1
"113-86-02",237,"sample","10-86-01","113",3,"86-02",2,1,"coarse underfur, no roots left on hairs","7",204.25,86,2
"136-98-01",287,"sample","47-64-04","136",3,"98-01",3,1,"","7",250.25,98,1
"350-10-02",676,"sample","13-27-05","350",6,"10-02",2,1,"","7",250.25,10,2
"133-116-01",279,"sample","133-116-01","133",3,"116-01",1,1,"","24",204.25,116,1
"98-2-4",882,"sample","12-106-02","127",2,"98-04",4,1,"1st envelope","7",204.25,98,4
"14-16-06",81,"sample","12-106-02","14",1,"16-06",3,1,"2nd envelope","10",204.25,16,6
"146-96-02",304,"sample","31-60-03","146",3,"96-02",1,1,"","7",204.25,96,2
"62-4-9",811,"sample","12-106-02","51",4,"62-09",4,1,"","7",204.25,62,9
"204-114-05",410,"sample","0056","204",4,"114-05",2,1,"","7",250.25,114,5
"236-78-01",472,"sample","25-55-01","236",4,"78-01",3,1,"","7",204.25,78,1
"11-3-4",842,"sample","13-27-05","83",3,"11-04",4,1,"","7",250.25,11,4
"26-2-13",949,"sample","41-26-05","198",2,"26-13",4,1,"","7",204.25,26,13
"79-84-04",171,"sample","50-50-01","79",2,"84-04",2,1,"1st envelope","7",204.25,84,4
"112-29-01",235,"sample","45-29-01","112",3,"29-01",1,1,"","7",204.25,29,1
"129-11-03",270,"sample","13-27-05","129",3,"11-03",2,1,"","7",250.25,11,3
"70-99-06",149,"sample","12-106-02","70",2,"99-06",2,1,"1st envelope","7",204.25,99,6
"327-15-04",631,"sample","13-27-05","327",6,"15-04",1,1,"","7",250.25,15,4
"100-14-02",216,"sample","2213","100",3,"14-02",1,1,"uf left","8",250.25,14,2
"213-109-03",428,"sample","72-119-02","213",4,"109-03",3,1,"","7",204.25,109,3
"65-10-01",143,"sample","13-27-05","65",2,"10-01",2,1,"","7",250.25,10,1
"204-114-01",409,"sample","0056","204",4,"114-01",1,1,"1st envelope","7",250.25,114,1
"104-25-01",224,"sample","2213","104",3,"25-01",3,1,"","8",250.25,25,1
"339-105-06",655,"sample","67-114-04","339",4,"105-06",2,1,"1st envelope","7",204.25,105,6
"337-86-02",651,"sample","12-106-02","337",6,"86-02",1,1,"","7",204.25,86,2
"18-3-4",1010,"sample","13-27-05","260",3,"18-04",4,2,"","7",250.25,18,4
"28-89-01",28,"sample","25-55-01","28",1,"89-01",1,1,"1st envelope","12",204.25,89,1
"141-100-01",295,"sample","7-34-11","141",3,"100-01",2,1,"","7",204.25,100,1
"27-3-5",950,"sample","12-106-02","199",3,"27-05",4,1,"","7",204.25,27,5
"45-5-1",940,"sample","35-69-01","188",5,"45-01",4,1,"","7",250.25,45,1
"41-6-4",979,"sample","361-41-05","229",6,"41-04",4,1,"1st envelope","7",250.25,41,4
"189-27-08",385,"sample","13-27-05","189",4,"27-08",3,1,"","7",250.25,27,8
"174-33-06",355,"sample","2213","174",4,"33-06",2,1,"coarse underfur","7",250.25,33,6
"61-22-02",61,"sample","31-60-03","61",2,"22-02",1,1,"1st envelope","11",204.25,22,2
"341-4-01",661,"sample","12-106-02","341",6,"4-01",3,1,"2nd envelope","7",204.25,4,1
"180-38-03",367,"sample","13-27-05","180",4,"38-03",1,1,"2nd envelope","7",250.25,38,3
"16-90-01",16,"sample","25-55-01","16",3,"90-01",2,NA,"","7",204.25,90,1
"40-35-09",112,"sample","2213","40",2,"35-09",3,1,"coarse underfur, not sure about roots","7",250.25,35,9
"138-106-02",289,"sample","67-114-04","138",3,"106-02",1,1,"1st envelope","7",204.25,106,2
"237-55-04",473,"sample","7-34-11","237",4,"55-04",1,1,"","7",204.25,55,4
"83-21-03",1042,"sample","31-60-03","83",2,"21-03",3,2,"coarse underfur","7",204.25,21,3
"261-28-02",516,"sample","13-27-05","261",5,"28-02",2,1,"","7",250.25,28,2
"281-113-04",555,"sample","0056","281",5,"113-04",1,1,"1st envelope","7",250.25,113,4
"270-22-05",533,"sample","25-55-01","270",5,"22-05",3,1,"","7",204.25,22,5
"75-100-01",162,"sample","23-100-05","75",2,"100-01",1,1,"","7",204.25,100,1
"106-5-1",769,"sample","67-114-04","6",5,"106-01",4,1,"1st envelope","7",204.25,106,1
"157-34-03",324,"sample","67-114-04","157",2,"34-03",3,1,"","10",204.25,34,3
"263-49-02",520,"sample","13-27-05","263",5,"49-02",2,1,"maybe not bear?","7",250.25,49,2
"35-2-3",1028,"sample","3002","279",2,"35-03",4,2,"coarse underfur","7",250.25,35,3
"140-92-10",293,"sample","67-114-04","140",3,"92-10",2,1,"1st envelope","7",204.25,92,10
"22-3-6",810,"sample","31-60-03","50",3,"22-06",4,1,"1st envelope","7",204.25,22,6
"64-8-02",142,"sample","56-28-01","64",2,"8-02",2,1,"1st envelope","7",204.25,8,2
"235-85-01",1110,"sample","10-86-01","235",4,"85-01",3,3,"","7",204.25,85,1
"60-4-9",786,"sample","2213","25",4,"60-09",4,1,"1st envelope","7",250.25,60,9
"26-33-04",93,"sample","7-34-11","26",5,"33-04",2,1,"","9",204.25,33,4
"20-120-09",20,"sample","0056","20",1,"120-09",2,3,"1st envelope","15",250.25,120,9
"14-1-5",927,"sample","2213","175",1,"14-05",4,1,"","7",250.25,14,5
"114-75-01",238,"sample","12-106-02","114",3,"75-01",1,1,"uf left","7",204.25,75,1
"245-15-03",488,"sample","13-27-05","245",5,"15-03",1,1,"","7",250.25,15,3
"340-87-06",659,"sample","12-106-02","340",1,"87-06",3,1,"1st envelope","7",204.25,87,6
"121-5-6",999,"sample","30-120-03","249",5,"121-06",4,2,"","7",250.25,121,6
"29-4-7",982,"sample","45-29-01","232",4,"29-07",4,1,"","7",204.25,29,7
"358-103-04",692,"sample","0056","358",5,"103-04",2,1,"","7",250.25,103,4
"376-121-06",725,"sample","276-121-04","376",6,"121-06",1,1,"1st envelope","7",204.25,121,6
"360-21-06",1089,"sample","7-34-11","360",6,"21-06",3,2,"1st envelope","7",204.25,21,6
"119-27-06",250,"sample","12-106-02","119",3,"27-06",2,1,"","7",204.25,27,6
"212-119-02",425,"sample","6-87-08","212",4,"119-02",1,1,"","7",250.25,119,2
"52-75-01",52,"sample","12-106-02","52",2,"75-01",1,1,"1st envelope","11",204.25,75,1
"161-60-16",329,"sample","3002","161",4,"60-16",1,1,"","7",250.25,60,16
"176-29-03",1053,"sample","45-29-01","176",4,"29-03",3,2,"","7",204.25,29,3
"38-34-08",38,"sample","2213","38",2,"34-08",1,1,"no roots on remaining  hairs ","12",250.25,34,8
"329-36-10",1083,"sample","31-60-03","329",2,"36-10",3,2,"not bear?, 1st envelope","7",204.25,36,10
"315-96-05",609,"sample","12-106-02","315",2,"96-05",3,1,"coarse underfur","7",204.25,96,5
"268-62-05",529,"sample","12-106-02","268",5,"62-05",3,1,"1st envelope","7",204.25,62,5
"247-24-01",492,"sample","2213","247",5,"24-01",2,1,"","7",250.25,24,1
"154-91-04",318,"sample","7-34-11","154",3,"91-04",3,1,"","7",204.25,91,4
"120-1-1",885,"sample","0056","130",1,"120-01",4,1,"1st envelope","7",250.25,120,1
"342-11-01",664,"sample","12-106-02","342",6,"11-01",3,1,"","7",204.25,11,1
"200-10-03",1060,"sample","13-27-05","200",4,"10-03",3,2,"","7",250.25,10,3
"34-5-4",952,"sample","31-60-03","201",5,"34-04",4,1,"","7",204.25,34,4
"241-71-02",481,"sample","2213","241",5,"71-02",2,1,"","7",250.25,71,2
"267-75-03",526,"sample","12-106-02","267",5,"75-03",1,1,"","7",204.25,75,3
"361-41-02",699,"sample","361-41-05","361",6,"41-02",3,1,"","7",250.25,41,2
"22-6-1",815,"sample","121-22-04","55",6,"22-01",4,1,"","7",250.25,22,1
"21-91-03",88,"sample","25-55-01","21",5,"91-03",2,1,"1st envelope","11",204.25,91,3
"239-41-05",477,"sample","25-55-01","239",5,"41-05",2,1,"","7",204.25,41,5
"141-100-02",294,"sample","7-34-11","141",3,"100-02",1,1,"1st envelope","15",204.25,100,2
"108-64-01",230,"sample","47-64-04","108",3,"64-01",2,1,"","7",250.25,64,1
"309-67-02",602,"sample","7-34-11","309",5,"67-02",3,1,"","7",204.25,67,2
"10-2-10",995,"sample","13-27-05","245",2,"10-Oct",4,2,"","7",250.25,10,NA
"350-10-03",677,"sample","13-27-05","350",6,"10-03",3,1,"","7",250.25,10,3
"77-60-02",166,"sample","3002","77",4,"60-02",2,1,"1st envelope","7",250.25,60,2
"306-91-05",597,"sample","7-34-11","306",5,"91-05",3,1,"1st envelope","7",204.25,91,5
"264-26-17",523,"sample","2213","264",1,"26-17",3,1,"2nd envelope","7",250.25,26,17
"180-38-02",369,"sample","13-27-05","180",4,"38-02",3,1,"","7",250.25,38,2
"43-15-11",43,"sample","13-27-05","43",2,"15-11",1,1,"coarse underfur","12",250.25,15,11
"10-5-3",848,"sample","12-106-02","90",5,"10-03",4,1,"some underfur left","7",204.25,10,3
"293-53-02",1075,"sample","17-2-02","293",6,"53-02",3,2,"","7",204.25,53,2
"266-26-07",1070,"sample","2213","266",2,"26-07",3,2,"1st envelope","7",250.25,26,7
"40-35-04",40,"sample","2213","40",2,"35-04",1,1,"","12",250.25,35,4
"358-33-06",693,"sample","67-114-04","358",3,"33-06",3,1,"2nd envelope","7",204.25,33,6
"136-98-03",286,"sample","47-64-04","136",3,"98-03",2,1,"","7",250.25,98,3
"72-119-04",154,"sample","6-87-08","72",2,"119-04",2,1,"1st envelope","24",250.25,119,4
"44-14-01",116,"sample","38-34-09","44",2,"14-01",2,1,"","7",204.25,14,1
"73-62-10",158,"sample","12-106-02","73",4,"62-10",3,1,"","7",204.25,62,10
"334-27-03",1084,"sample","13-27-05","334",6,"27-03",3,2,"","7",250.25,27,3
"69-3-4",836,"sample","97-69-05","77",3,"69-04",4,1,"","7",204.25,69,4
"50-50-01",50,"sample","50-50-01","50",2,"50-01",1,1,"","24",204.25,50,1
"398-99-02",761,"sample","31-60-03","398",5,"99-02",2,1,"","7",204.25,99,2
"234-89-04",466,"sample","25-55-01","234",4,"89-04",1,1,"1st envelope","7",204.25,89,4
"186-75-09",378,"sample","12-106-02","186",4,"75-09",1,1,"2nd envelope","7",204.25,75,9
"211-60-07",424,"sample","67-114-04","211",4,"60-07",3,1,"","7",204.25,60,7
"16-96-03",83,"sample","12-106-02","16",2,"96-03",3,1,"","11",204.25,96,3
"47-64-04",47,"sample","47-64-04","47",2,"64-04",1,1,"","24",250.25,64,4
